,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
1079,机器学习,天天拍车,1000-9999人,上海 闵行区 程家桥,硕士,3-5年,大数据研发经理（机器学习方向）,职位描述：1、负责公司大数据平台的规划与建设。2、组建大数据领域技术团队，以数据为依据向运营提供决策建议。3、负责机器学习产品总体架构，攻克技术难关和主导关键技术决策。4、负责底层系统的设计和搭建工作。5、指导研发团队成员工作，提升团队研发能力。任职要求：1、数学、电子及计算机、金融类专业，硕士以上学历，博士优先；2、较扎实的机器学习基本功，熟悉经典的算法并有实践经验，包括LR、SVM、GBDT、DNN、LSTM、NLP等；对以下至少一个领域有深入研究或者资深的工作经验；（a）深度学习；（b）自然语言处理；（c）搜索／推荐算法；（d）知识表示及推理、问答系统；（e）图像识别；（f）统计机器学习。3、熟悉TensorFlow/caffe等至少一种深度学习框架，有二次开发经验者优先；4、熟悉Python 和Java 或C++。5、学习能力强、善于沟通、对技术创新充满激情。,30k-50k,C轮
1080,机器学习,哈啰出行,1000-9999人,上海  ,硕士,经验不限,机器学习,工作职责：-负责机器学习、深度学习领域的技术研发工作，包括但不限于神经网络模型设计与优化、强化学习、迁移学习、主动学习、维度降低、核方法、谱方法、特征提取与稀疏学习、等级学习、推荐、随机优化等的算法和系统研发；-对计算机视觉、语音识别、自然语言处理等某个领域内提供模型支持；-负责机器学习尤其是深度学习前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案。工作要求：-本科以上学历，计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、语音识别等领域的计算机科学、电子工程或其它人工智能相关专业毕业；-有机器学习、深度学习、人工智能、计算机视觉等领域全球领先企业的工作经验者优先；-精通至少一种编程语言，包括但不限于Java、go、C/C++、C#、Python等；-有深度学习学术或工程项目经验者优先考虑。,25k-50k,D轮及以上
1081,机器学习,乐言科技,100-499人,上海 徐汇区 交大,硕士,3-5年,机器学习系统工程师,"职位诱惑： 顶尖团队,早期期权岗位职责：1. 负责公司机器学习框架构建，各种ML算法的集成、训练、部署、分发和版本管理，为公司智能产品提供基础支撑2. 负责各种（弱或无）标注数据的收集和使用，训练相应的学习模型供NLP或知识图谱使用3. 支持基于增强学习和主动学习的反馈收集、日志分析的算法持续优化4. 支持用户画像的建模与学习以及自动化推荐任职要求：1. 三到五年相关工作经验2. 硕士研究生及以上学历，计算机相关专业3. 熟悉Java和至少一种脚本语言4. 较强的系统编程能力以及多线程编程能力5. 了解常用机器学习库，例如sklearn、xgboost6. 了解深度学习常用算法，掌握Tensorflow、MXNet、Keras或PyTorch中任意一个7. 有基于MPI或Parameter Server分布式机器学习系统经验，或有Hadoop/Spark等大数据平台实践经验者优先8. 有机器学习或深度学习技术应用于NLP、KG构建和对话系统经验者优先",25k-50k,A轮
1082,机器学习,上海翼依,100-499人,上海 静安区 汶水路,本科,5-10年,机器学习工程师,工作职责：1、负责公司的医疗大数据+人工智能项目的算法设计与优化；2、负责数据分析和建模；3、负责前沿算法研究；4、负责算法集成以及对应API开发。岗位要求：1、硕士及以上学历（本硕211院校以上优先），4年以上AI算法经验，计算机/软件/应用数学等相关专业优先；2、扎实的数理基础、建模和编程功力，至少熟练掌握一门编程语言（Python／Java）；3、熟练掌握各种算法（SVM、CRF、贝叶斯、神经网络等），对其原理能清晰地分析；4、熟练使用Caffe/TensorFlow/PyTorch/MxNet等一种或几种主流深度学习框架优先；5、对图数据库（Neo4j、OrientDB、JanusDB等）有了解的优先；6、对机器推理算法熟练掌握的优先。,24k-47k,B轮
1083,机器学习,径卫视觉,100-499人,上海 杨浦区 延吉,硕士,1-3年,机器学习计算机视觉算法工程师,岗位职责1 开发自动驾驶车辆所需的计算机视觉和视频处理算法任职资格1 精通机器学习或模式识别，有丰富的项目经验2 有较完整的计算机视觉知识体系3 良好的软件开发技能，熟悉C/C++或Python4 图像识别、视频分析、数据挖掘竞赛获奖者优先,15k-30k,B轮
1084,机器学习,维果部落,100-499人,上海 虹口区 四川北路,本科,3-5年,机器学习工程师,工作内容：1. 基于机器学习的视觉算法研究和工程化；2. 主要方向包括：2D/3D语义分割、图像检索、几何重建等。任职要求：1.相关专业本科及以上学历；2.在 CV 领域有一定的理论功底；3.具有扎实的数学功底和扎实的深度学习理论功底；4.了解常见的深度学习框架或工具，例如 Caffe、TensorFlow、Keras、PyTorch等；5.熟练的编程技能，熟悉常见的数据结构和算法，熟悉 C/C++ 或 Python 语言；6.了解视觉几何优先；7.自驱动力强，责任心强，有良好的团队合作精神。,13k-25k,A轮
1085,机器学习,蚂蚁金服,10000人以上,上海 浦东新区 陆家嘴,本科,1-3年,算法工程师/机器学习专家/自然语言处理专家,# 团队介绍蚂蚁金服数据可视化团队，隶属于蚂蚁金服CTO线-平台数据技术事业群-体验技术部，是国内最专业的数据可视化团队之一。介绍链接：https://www.yuque.com/antv/talent/about本职位方向：推进智能化、自动化的数据可视化技术和产品的研发。从用户的分析需求描述中提取出分析意图，输入到数据提取、图表生成等处理过程中去。另外，还涉及智能辅助设计、图形识别都能一系列人工智能与可视化、体验科技结合的领域。# 匹配职位（资深/初级）数据科学家、NLP自然语言处理(专家/工程师）、机器学习(专家/工程师）# 一句话我们需要一位机器学习、NLP专家，来参与智能（自动）数据可视化技术和产品的研发。---# 职位描述__地点__ ：智能可视化方向以 __上海__ 为主，其他方向可选 杭州、成都，资深专家位置不限1. 参与智能数据可视化技术和产品的研发；2. 语义理解：理解特定场景和数据集下，用户对于分析目的的描述，并用形式语言和特定数据格式来描述；3. 语言生成：针对特定的图表和数据，生成描述性的文本；4. 机器学习：应用一系列机器学习方法，完成智能可视化研发中的算法需求；5. 与后端数据工程师紧密合作，应对技术研发中的其他挑战。# 职位要求## 基本要求* 工作年限要求：2年及以上，暂不招收应届生* 学历要求：本科（统招）及以上* 无过于频繁的跳槽经历## 专业要求1. 对自然语言处理和机器学习有较强的兴趣和学习能力；2. 熟练使用 python 等编程语言；3. 熟悉深度学习框架 tensorflow、pytorch；4. 了解分词、词性标注、命名实体识别、文本复述等NLP基本概念，并能够实现；5. 了解基本的分类、聚类、降维等算法，LR、word2vec、seq2seq等模型，并能够实现；6. 有扎实的数学和统计基础；7. 有良好的英文读写能力，可以无障碍阅读英文学术文献；8. 有强大的独立解决问题能力；9. 有设计数据结构、处理数据和标注数据经验。## 加分项1. 有统计及数据挖掘、BI、报表、可视分析类产品的开发经验；2. 有自然语言处理实际项目经验；3. 了解图像识别算法，有图像识别项目经验；4. 有一定统计理论基础，具备较强的数据处理和分析能力；5. 对数据可视化分析有经验和较强理解；6. 参与过“自动生成”类项目或推荐算法类项目；7. 发表过相关领域学术论文。# 联系方式1. 发送邮件到 *****2. 主题中说明应聘的职位3. 附上正式的个人简历（PDF格式）和个人作品集（如有）---原文地址：https://www.yuque.com/neowang/hire/visds欢迎转发！,20k-40k,C轮
1086,机器学习,通派,20-99人,上海 浦东新区 世纪公园,硕士,3-5年,机器学习工程师,职责描述：1.深入理解保险业务逻辑及产品的方向和需求，参与构建公司数据分析与风控模型体系，参与研究和应用保险领域模型构建知识与技术；2.对基础数据进行整理清洗和统计分析，刷选变量，提取特征，创建风控模型；3.对基础数据进行挖掘，利用统计分析、回归、决策树、神经网络、或时间序列等技术建立信用风险预测模型；4.参与各类模型的设计、开发、实施与跟踪，结合实际效果不断进行模型的训练和迭代，管理模型生命周期的全流程；5.针对商业问题和实际业务，参与创新方法和应用的研发，充分挖掘数据的商业价值；职位要求：1.至少具备以下教育背景中的一种：计算机与信息科学类、数学类、统计类、计量经济学类、机器学习类等专业（硕士以上学历优先）；2.2年以上数据分析、数据挖掘及模型开发经验（有保险金融公司大数据分析经验，咨询公司数据分析经验、互联网公司数据建模分析经验者优先）；3.熟悉主流机器学习库，如Spark MLlib、Tensorflow、Theano等，熟练使用SQL 与EXCEL，熟悉主流数据库环境；4.掌握至少一种主流数据挖掘或数据分析工具，如P、Python、SAS、SPSS等；5.对大数据行业有兴趣，对工作有热情；具备良好的学习能力、逻辑思维能力、沟通能力、团队协作能力和执行力。,25k-40k,不需要融资
1087,机器学习,秦苍科技,1000-9999人,上海 浦东新区 塘桥,硕士,3-5年,机器学习算法工程师,工作职责：1、基于海量的数据基础，通过机器学习等手段，优化现有风控、反欺诈、账户安全体系，精确识别经过层层伪装的恶意行为，打造具备良好用户体验的数据产品体系；2、深入地挖掘分金融业务中各类客户属性及行为数据，量化客户类型行为特征；3、深入地分析各类风险案件，设计并实现反欺诈、账户安全场景下的风险评价模型；4、研究量化客户的关联类型、关联客户的距离。任职资格：1、硕士以上学历，较强的计算机、数学和统计学背景；2、精通logistic、随机森林、svm、xgboost、聚类等算法；3、拥有大规模数据处理和分析经验者优先；4、良好的学习意愿和学习能力，能够快速掌握工作所需技能；5、对海量数据在金融场景下的应用感兴趣,15k-25k,D轮及以上
1088,机器学习,上海西井科技,20-99人,上海  ,本科,经验不限,机器学习算法工程师,职位描述工作职责：1、 研究并开发机器人在未知环境中的地图构建算法以及自主定位算法。2、 研究并开发机器人自主避障、自主路径规划以及运动规划算法。3、 研究并开发基于视觉、超声波、里程计等多传感器融合的室内场景感知与建模算法。4、 负责算法的优化、移植和产品化。 职位要求：1、 掌握计算机视觉或定位导航的基础理论和算法，熟悉SLAM算法。2、 熟悉双目或多目stereo算法。3、 熟悉C/C++编程和常用数据结构算法。4、 熟悉ROS，有ROS开发经验优先。5、 在计算机视觉或机器人相关领域发表论文者优先。6、 具备良好的逻辑沟通能力和解决实际问题的能力。,13k-25k,天使轮
1089,机器学习,携程旅行网,10000人以上,上海 长宁区 北新泾,硕士,1-3年,机器学习工程师,工作职责:对携程数据进行挖掘和分析，敏锐的捕获数据价值和产品机会，从数据及算法上支持创新功能，优化用户出行方式：1. 能够深入理解业务的需求，通过数据分析以及数据挖掘提出解决问题的最佳方案。2. 熟练的大数据取数技能，敏锐的数据嗅觉，良好的数据建模，并能快速工程实现机器学习或优化算法任职资格:1. 硕士以上学历，计算机、数学、统计学或其他理科教育背景；2. 熟悉机器学习、数据挖掘，对机器学习的算法有一定的工作实践经验3. 具有扎实的编程基础，熟悉Java、Scala、Python、R中至少两种语言4. 优秀的分析问题和解决问题的能力，很好的沟通和表达能力，对解决具有挑战性问题充满激情,15k-30k,已上市
1090,机器学习,联合创业公社,100-499人,上海 徐汇区 交大,本科,1-3年,机器学习算法工程师/专家,"岗位职责：* 利用数据挖掘/机器学习/深度学习等相关算法，解决核心业务需求；* 基于公司的内容数据及用户行为数据，挖掘用户内容模型，并将机器学习前沿技术应用于关键业务环节，提升转化率效果；* 设计并提供机器学习服务，应用于在线推荐，内容分发及海量数据挖掘等核心业务；* 调研新技术在内容领域的应用价值，以技术驱动产品。岗位描述：1. 本科及以上学历，一年以上机器学习项目经验，熟悉常用的分类聚类算法，清楚了解算法原理并能做一定的改进；2. 扎实的计算机基本功及数学基础，熟练运用各种常用算法和数据结构，了解深度学习模型如CNN、RNN、GAN，能独立解决较复杂的问题；3. 熟练使用 TensorFlow 等常见深度学习框架；4. 有社交相关推荐/自然语言内容相关推荐系统/平台实际项目经验，熟悉基本的相关推荐/自然语言内容推荐算法, 原理；5. 对大数据分析有所了解，例如用户画像/用户行为分析/推荐系统/内容爬取与检索/情绪分析/语义提取等等；6. 熟练掌握 Java 或 Python；7. 具有在线实时系统/平台实际项目经验者优先；8. 高并发服务的开发经验者优先；9. 乐于海量数据分析、挖掘，肯钻研，对数据敏感。",20k-40k,A轮
1091,机器学习,平安好房,1000-9999人,上海 徐汇区 枫林路,本科,3-5年,机器学习,职位名称：智能化科技服务产品经理 职位优势：l   平安集团下属子公司，500强集团公司背景，完善的金融牌照实力，良好的政府关系，BAT背景管理团队、房地产及金融热门行业 职责范围：l   负责公司AI智能化产品的规划和落地，支持AI产品在公司各云服务的智能化实际落地应用。l   负责区块链在房产租赁交易以及各外延的应用，设计底层区块链产品，支持上层产品应用在效率、安全、价值提升l   制定产品版本计划，协调设计、研发、测试，推动产品的迭代开发进程，跟进上线运营情况，根据数据反馈持续优化产品。l   对行业进行跟踪和洞察，及时了解市场动态，制定优化和迭代计划。 资质要求：l   本科及以上学历，985/211学校优先，1~5年互联网、软件行业产品经理相关背景，有人工智能产品、区块链产品、物联网IoT类产品设计经验。l   逻辑思维能力：能从复杂业务中提炼结构化、标准化需求，并制定相应产品迭代方案。l   沟通协调能力：能与业务、运营、研发、测试等多个岗位进行跨团队、跨公司的高强度沟通，并能有效协调不同团队资源。l   项目管理能力：能管理负责大型项目的研发迭代进程和节奏，并及时发现项目进程风险并加以处理。,20k-40k,不需要融资
1092,机器学习,平安科技,1000-9999人,上海 浦东新区 八佰伴,硕士,3-5年,量化投资研究员（机器学习方向）（上海）,岗位职责：1、通过数学统计方法，随机过程方法，优化运筹方法，数值计算方法等开发和优化投资模型；2、通过机器学习，深度学习等大数据和人工智能方法来开发和优化投资模型；3.、通过经济学方法和金融学框架，进行深度量化研究，开发投资核心模型。任职要求：1、硕士及以上学历，数学、统计、物理、计算机、软件工程等相关专业，有经济、金融复合背景优先；2、熟练运用一种编程语言，对数据结构有较为深入的理解；3、扎实的统计学、数值优化、矩阵计算基础；理解常用机器学习算法的原理；4、熟练运用sklearn、tensorflow等框架工具，参与过数据挖掘项目；5、对数据库、消息队列中间件、分布式计算有项目经验；6、有实际成果并发表在国际顶级会议、期刊者优先，有在ImageNet、MSCOCO、ICDAR等权威数据库上提交过结果并取得优异成绩者优先；7、有deeplearning的经验，有linux下开发经验的，大规模数据处理经验优先。,15k-30k,不需要融资
1093,机器学习,百度,10000人以上,上海 浦东新区 张江,本科,1-3年,高级机器学习工程师,岗位描述：1、 开发大规模机器学习算法，结合实际金融业务场景(比如风控模型等)，拿到业务落地效果； 2、 基于百度金融大数据，通过各种算法挖掘出有价值信息，提升数据应用能力；3、 应用先进的统计建模，数据挖掘，机器学习等方法解决实际问题，并研发创新方法解决业务难题； 岗位要求：1、计算机、电子信息工程、自动化控制、数学、信息安全等相关专业背景，硕士及以上学历； 2、扎实的编程基础（熟练使用C++或者Python等），有大数据处理经验（熟悉Hadoop或者Spark等分布式处理平台）； 3、在以下至少一个领域有深入研究，及三年以上的工作项目经历： a) 大规模机器学习（基于统计数据/图像/文本等各类数据的机器学习和系统实现）； b) 搜索/推荐引擎/广告/深度学习/图挖掘等各类算法； 4、熟悉一个或多个常见的 NLP/ML/DL 开源工具库，如Caffe、Tensorflow等，能够快速实现新的想法； 5、拥有技术激情、创新意识、协同落地能力，表达能力优秀，乐观向上，自我驱动力强，具备很强抗压能力，有自我反省意识。,30k-60k,已上市
1094,机器学习,苏宁金融,1000-9999人,上海 浦东新区 塘桥,本科,5-10年,机器学习工程师,工作职责：－ 研究设备指纹前沿理论和技术－ 实践海量设备信息指纹效率提升方法－ 独立负责项目推进和管理－ 算法核心模块开发和线上效果调优职位要求：－ 良好的沟通能力，优秀的学习和团队协作能力－ 热爱数据分析，喜好专研，擅于应用算法解决实际问题－ 扎实的数学和计算机科学功底－ 编程功底扎实，注意code style－ 熟悉常见机器学习算法，具备灵活运用能力－ 有设备指纹相关研究者优先,25k-40k,已上市
1095,机器学习,智信融科,0-20人,上海 杨浦区 大柏树,本科,经验不限,机器学习,量化交易培训生2-3人[岗位职责]协助开发人员进行量化交易和研究系统的开发，协助投资经理进行投资策略的开发[岗位要求]1. 数学或统计、计算机、电子信息、物理等理工科相关背景的本科生/硕士/博士生，要求985及211以上 2. 熟练使用以下至少一门语言：python/perl/matlab/R/C，并且具备在linux环境下工作的能力3. 具备扎实的数理基础，熟悉基本的统计分析方法4. 工作积极、责任心强、具备良好的沟通能力和团队合作能力 [工作地点]上海市杨浦区五角场附近[公司描述]创始人毕业于清华大学等院校，己从事对冲基金行业及参与交易多年，专注研究中国市场的量化投资模型并己取得极佳的投资业绩。我们志于建立一支优秀的量化交易团队，我们将提供极有竞争力的薪酬体系和愉悦平和的工作氛围，希望能成为中国市场上领先的专业化量化投资服务的提供者。当前的金融市场潜力无限，机遇无限，我们诚邀有能力有抱负的年轻人一起共创未来欢迎有兴趣动手能力强的同学投递简历至*****,20k-40k,不需要融资
1096,机器学习,金服银行科技中心,10000人以上,上海 浦东新区 梅园,硕士,3-5年,NLP算法工程师/机器学习工程师,职位描述：工作职责: 1、参与通用领域和细分领域的知识图谱的构建；2、利用机器学习、深度学习等前沿技术提高知识抽取和信息抽取过程过程的自动化;3、参与基于知识图谱的问答系统的构建和优化；4、参与NLU相关模块的开发，不局限于段落和篇章理解，意图识别、分词等模块的算法研发；岗位要求:1、计算机及相关专业硕士或以上学历；2、熟悉信息抽取相关的算法和逻辑；4、熟悉自然语言处理方向常用技术，命名实体识别，关系抽取，句法分析等；5、有基于知识图谱的问答经验的优先；6、有客服机器人相关工作经验者优先；有意向者，把简历发到 ***** 即可。,25k-50k,已上市
1097,机器学习,蚂蚁金服,10000人以上,上海 浦东新区 陆家嘴,本科,1年以内,机器学习,职责描述：专注于大数据之上的机器学习算法研究与应用，建设蚂蚁金服下一代的智能金融核心系统，驱动支付，财富，国际，微贷，网商等各业务高速与创新发展。 如果你了解机器学习、深度学习、强化学习、迁移学习、主动学习、特征提取与稀疏学习、等级学习等相关知识，对人工智能抱有极大的热情，勇于挑战各种实际应用难题，欢迎加入我们！ 具体职责包括但不限于： 1、负责机器学习、特征提取领域的技术和算法研发工作，包括但不限于强化学习、迁移学习、主动学习、维度降低、降噪算法、特征提取、推荐、随机优化等的算法和系统研发等； 2、负责机器学习、降噪算法落地和算法优化，并落地应用于支付，账务，汇兑，清算，核算，金融网络，资产负债管理，金融风险分析等系统平台实践中； 3、研究分析业内智能算法平台产品。优化技术方案，改进产品功能； 将能力高效应用于技术风险分析、业务分析和智能决策等业务产品中。任职要求：1、在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括LR、SVM、GBDT、DNN、LSTM等；对算法优化有一定经验，有效提升准确率； 2、精通至少一门语言，Java/C++/Python/Matlab/R等，具有扎实的代码功底和实战能力； 3、对数据敏感，分析数据、抽象问题、理解并解决问题，对使用机器学习解决金融系统问题有热情； 4、较强的沟通能力和团队协作能力，善于学习新知识、乐于接触新场景、关注前沿新技术。 加分项： 1、熟悉主流大数据处理技术(hadoop/spark等)优先； 2、具有大规模分布式架构设计经验者优先； 3、具备降噪算法、特征提取方面经验和推荐系统经验者优先； 4、熟悉金融行业项目者优先。,20k-40k,C轮
1098,机器学习,拼多多,1000-9999人,上海 长宁区 天山路,本科,3-5年,机器学习算法工程师,职位描述：负责大规模高机器学习平台的建设以及机器学习前沿算法的应用。负责以下具体职责之一，包括但不限于： 1、负责大规模机器学习平台的建设，包括实现离线在线训练、在线预测服务、模型管理、任务调度、资源管理等2、负责机器学习算法框架的高性能优化，包括机器学习框架的训练、预测模块的性能优化等4、负责机器学习、深度学习、强化学习、迁移学习、主动学习等前沿相关技术在特定场景的应用。岗位要求：1、在机器学习算法方面有较好的广度和一定的深度，包括熟悉经典算法LR、SVM、GBDT、CNN、DNN、LSTM、GAN等，以及掌握基本机器学习原理。2、熟悉至少一种机器学习框架，包括Caffe/Caffe2、TensorFlow、PyTorch等。3、熟悉分布式、并行、CPU/GPU编程等至少一种技术4、精通至少一门语言，Java/C++/Python等，具有扎实的代码功底和实战能力5、较好的英文阅读能力6、具有较强的问题发现能力、分析能力和解决能力；有通用化和产品化思维7、较强的沟通能力和团队协作能力，善于学习新知识、乐于接触新场景、关注前沿新技术。,50k-60k,已上市
1099,机器学习,云脑科技,20-99人,上海 浦东新区 外高桥,本科,3-5年,机器学习算法工程师,"职位描述（金融方向，上海）：* 负责建立金融大数据平台，包括金融、舆情、竞品等数据的采集、加工整理和集成；* 负责金融数据的分析调研，利用大数据平台和统计分析软件，发现有价值的洞见；* 负责人工智能算法的实现和调优，和产品经理讨论，对算法模型进行选型、实现和调优，最终实现客户需求；职位要求：1. 重点大学计算机相关专业本科以上学历2. 熟悉linux平台，熟练使用python/C++/Java/Scala等一种或多种编程语言，熟练掌握常用算法和数据结构3. 系统扎实的机器学习、深度学习理论基础，动手实践能力强，熟悉scikit-learn, tensorflow等主流框架4. 有大数据分布式平台研发经验优先，如hive/Spark等5. 有推荐、广告、搜索、自然语言处理、计算机视觉等领域应用经验或学术成果优先",20k-40k,A轮
1100,机器学习,二三四五网络,1000-9999人,上海  ,本科,3-5年,高级算法工程师（机器学习）,岗位职责：1）、负责人工智能、机器学习、深度学习技术的研究，并将技术应用在图像处理、自然语言处理、用户画像等公司业务中；2）、根据业务需求完成数学建模，并设计、开发高效算法；对模型及算法进行验证和实现，解决实际业务问题；3）、关注人工智能相关算法新趋势，并结合公司业务情况进行技术预研。 任职要求：1）、本科及以上学历，数学、计算机相关专业优先；2）、三年以上算法开发工作经验，其中两年以上机器学习相关工作经验；在机器学习、数据挖掘、统计学方向拥有扎实的理论基础；3）、精通常见机器学习算法，如逻辑回归、SVM、神经网络、决策树、贝叶斯等；4）、精通C、C++/java/Python中至少一门编程语言；5）、对技术有兴趣，学习能力强；,18k-35k,已上市
1101,机器学习,携程旅行网,10000人以上,上海 长宁区 华漕,本科,1-3年,高级数据分析师（偏机器学习方向）,工作职责：1、	用机器学习的方法解决OTA行业酒店业务所产生的服务问题，提高用户服务体验。2、	能够独立分析业务问题，将业务问题转化为机器学习模型，提取特征变量，构造衍生变量，独立进行算法模型开发和工程化；3、	研究机器学习模型优化技巧，提高机器学习模型效果；4、保持关注前沿进展，将前沿的机器学习/人工智能方法引入到项目实践中。 任职资格： 1）全日制本科毕业工作3年或者研究生毕业工作1年以上；数学/统计/计算机类等相关专业背景；本科为211及其以上尤佳。2）有1年及其以上机器学习模型工作经验，熟悉模型优化技巧，有xgboost/gbm/ RandomForest模型项目实践经验尤佳。 3） 机器学习，统计学等基础知识扎实。4）至少熟练运用R语言/python/spark中的一种编程语言，熟练运用hive/sql编程。5)自学能力较好，在模型优化或者计算机工程方面能够与团队成员一起攻克难题。,15k-20k,已上市
1102,机器学习,远眸软件,0-20人,上海 浦东新区 唐镇,硕士,1-3年,高级机器学习工程师,职责1.利用数据挖掘、机器学习、深度学习等相关算法，解决核心业务需求2.基于用户信息数据，行为数据及其他相关数据建立数据模型，解决风控问题3.设计并提供机器学习服务，应用于核心业务4.分析调研业务流程与特征，探索新技术在业务流程优化中的应用岗位要求1.扎实的计算机及数学基础，熟练掌握各种常见算法2.熟悉常见的数据挖掘/机器学习算法及常用框架，有三年以上的相关研究或开发经验 3.精通 Java/python 语言开发，熟悉主流数据库的使用4.有自然语言处理/推荐系统/大规模数据分析系统设计经验优先5.有保险或金融行业经验者优先6.具有很强的自我驱动力和团队合作精神，思路清晰，交流能力强,30k-60k,天使轮
1103,机器学习,问卷网爱调研,100-499人,上海 徐汇区 斜土路,本科,3-5年,机器学习工程师,【岗位职责】通过机器学习、深度学习等技术，解决推荐系统、反作弊等相关问题。【任职要求】1、 计算机及相关专业硕士及以上学历；2、 熟练掌握Java(或Scala)，熟悉Python；3、 较强的工程能力，两年以上机器学习相关工作经验；4.、对机器学习、深度学习理解透彻，熟悉常用的模型；5、对数据敏感，分析数据、抽象问题、理解并解决问题，对使用机器学习解决实际问题有极强的热情； 7、优秀的沟通与表达能力及较强的自我驱动能力；8、有广告行业经验、搭建过大型推荐系统、对PredictionIO有实际经验的优先,15k-30k,已上市
1104,机器学习,博世猫,100-499人,上海 徐汇区 漕河泾,硕士,5-10年,机器学习专家,岗位职责： 1. 从事基于机器学习／深度学习的航拍／卫星影像自动处理技术的研发；2. 负责机器学习／深度学习高性能计算系统的构建。任职要求： 1. 计算机、图像识别、自动化或者模式识别专业硕士／博士学历；2. 5年以上机器学习／深度学习项目研发经验：计算机视觉相关,30k-60k,B轮
1105,机器学习,特赞|Tezign,20-99人,上海 虹口区 四川北路,本科,1-3年,机器学习工程师 - 同济大学联合,【关于我们】设计与人工智能实验室（D&AI Lab）由同济大学设计创意学院和特赞信息科技联合发起成立，致力于数据、算法、网络和人工智能与设计学的交叉学科应用研究，通过博士生和硕士生的教学，培养新一代设计创意人才，并与成熟和初创的科技企业合作，实现产、学、研、创的转化。设计技术学者和互联网创业者范凌博士担任实验室的主任。他是哈佛大学博士、普林斯顿大学硕士，世界经济论坛全球杰出青年领袖（Young Global Leader）和美国阿斯彭学会中国会员（Aspen Institute China Fellow）。他也是特赞Tezign信息科技的创始人和CEO。特赞是一个技术、产品、设计、媒体的跨学科团队。创始人范凌是哈佛大学博士和加州大学伯克利分校人机交互教授，“千人计划”引进回国。核心团队由来自于人工智能、人机交互、大数据、SaaS软件服务化、创意管理、广告媒体等跨学科背景的成员组成，毕业于哈佛大学、普林斯顿大学、哥伦比亚大学、复旦大学、浙江大学等国内外知名学府，有曾就职于中美著名的互联网公司和广告公司经验，包括：阿里巴巴、盛大网络、豆瓣、Workmarket.com、ISOBAR等。技术团队的基因是来自于阿里巴巴，CTO黄勇是阿里巴巴的资深架构师，推崇开源和分享的技术团队文化，是开源中国的资深博主，著有《架构探险》一书。【平台和机会】名校名企结合的资源提供，一边做前沿研究一边在行业实践。开放的工作环境，各路大牛学者和工业界大牛Boss都在你周围；迅速提升的学习机会和参与感极高的工作氛围；丰富的人脉资源，拥有直接和各行业顶尖大牛交流分享合作的机会；成为设计与人工智能领域研究推动先驱机器学习工程师【基本要求】本科或以上学历、1-3年工作经验【岗位职责】1. 根据业务需求对问题进行建模和算法设计。2. 分析现有数据特点，挖掘潜在的规律和关联，应用机器学习方法落地到业务场景。3. 对人工智能与设计领域的结合开展调研与尝试。【任职要求】1. 计算机相关或数学相关专业，编程能力强。2. 一年左右算法或者机器学习相关经验，对算法、数据挖掘和机器学习有较强的兴趣。3. 熟悉Linux开发环境，熟练使用Python，SQL4. 熟悉机器学习相关的基本算法和技能，如特征工程，回归方法、决策树、SVM，深度学习等；5. 善于合作，富于敬业精神，能够承受较大的工作压力；6. 对设计与人工智能结合感兴趣的小伙伴优先。,15k-30k,B轮
1106,机器学习,海风教育,1000-9999人,上海 普陀区 江宁路,本科,1-3年,机器学习系统工程师,"岗位职责：1.   构建和改进机器学习算法和平台，支撑业务发展；2.   对实际问题进行抽象，设计开发机器学习组件，降低解决方案的实现复杂度；3.   尝试领先的机器学习算法、计算框架，提升机器学习系统效率； 任职要求：1.	计算机、统计相关专业本科及以上学历；2.	熟悉Python, C++, Java等常用编程语言，有较强编程能力，ACM获奖者优先；3.	对传统机器学习算法（Logistic回归、SVM，XGboost等）以及深度学习算法（CNN,RNN等）有充分的了解；4.	1年以上工作经验、有丰富的机器学习项目实战经验、kaggle获奖者优先；5.	有基于分布式计算框架开发经验和大规模数据处理经验者优先；",18k-28k,C轮
