,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
784,商业分析,百度,10000人以上,上海 浦东新区 张江,本科,3-5年,商业产品运营,【工作职责】-对百度商业产品进行包装，输出产品包装方案，促进产品的高效传播-通过数据分析判断产品运营状态，制定针对性运营方案，通过对资源的高效实用和调配，推动方案实施，实现新产品快速拓量与老产品的持续提升-对目标细分市场、细分行业、头部客户进行研究、并制定针对性的产品解决方案，并通过运营手段推动落地实施-负责与公司相关部门沟通，内外部整合资源，撰写文案内容对外发声，扩大百度商业产品在各销售端广告主传播的广度和深度，提升产品的接受度与影响力【职位要求】-至少2年以上运营或市场研究相关经验-出色的沟通能力-出色的运营数据分析经验，做事细心，具备独立解决问题能力；有良好的学习和团队协作能力-对客户和市场有自己的理解，能找到突破点,15k-30k,已上市
785,商业分析,饿了么,1000-9999人,上海 普陀区 金沙江路,硕士,5-10年,商业分析专家（产品运营分析方向）,岗位职责:职位描述：1. 负责全平台的运营数据分析和策略定制，分析团队需要从目标设定，运营策略规划，策略落地到最终数据回收与优化，进行全链路的参与。2. 进行产品运营分析：饿了么产品体验师，通过数据找出产品痛点，提高用户体验。3. 对接线上平台运营部门和线下的BD，通过数据分析来提高平台运营效率，任何分析结果即刻落地，并追踪效果；4. 搭建主题性的指标体系，监控项目进展；根据运营需求，提供策略分析咨询与运营动作的优化。5. 培训运营人员，提高他们的数据分析能力。任职资格:任职要求：1. 计算机相关、数学/统计学、信息技术，社会科学等与数理统计、应用统计、计算编程相关的专业本科及以上学历，有互联网相关、咨询相关行业数据分析3年以上工作经历； 2. 了解hadoop，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS/Tableau、PPT等工具； 3. 优秀的商业分析思维，善于思辨，敢于决断；能够针对某项业务，搭建整个数据分析体系；4. 通过专题/项目分析，对业务进行深入分析，提供有效的策略建议，并能推动策略方案落地；5. 熟悉产品功能及业务数据，了解各数据逻辑关系，通过数据分析及数据报表的搭建，发现问题并快速需求解决方案；6. 优秀的沟通能力和项目管理能力，强大的自驱力和抗压力，具备分享精神，能带动小伙伴们一起提高。,25k-30k,D轮及以上
786,商业分析,凯度集团Kantar,1000-9999人,上海 静安区 天目西路,本科,1-3年,资深分析师,岗位职责：研究分析相关行业动态，提交前沿洞察撰写洞察报告，提供可执行策略。报告包括但不限于市场格局概览，竞争格局分析，竞品研究分析，产品策略建议，优秀案例剖析控制月度提交报告及数据的质量协助团队经理保持与客户的良好沟通，及时回复客户需求指导及培训初级分析师岗位要求：本科及以上学历，海外背景为优了解电商行业，至少有一年以上的快消，零售或咨询相关从业经验，保健品行业从业经验尤佳对数据敏感具有较强的逻辑思维能力和洞察挖掘能力对行业及零售有好奇心，愿意主动寻找问题的答案具有一定商业意识，能理解客户的深层需求具有独立工作的能力和良好的人际交往及团队协作能力熟练运用Excel及PPT，英文报告及演讲流利具有较高的抗压性，能同时处理多项工作,10k-14k,已上市
787,商业分析,树融科技,20-99人,上海 杨浦区 五角场,硕士,5-10年,高级数据分析师,"职位描述：-城市及商业数据分析、模型建构、报告撰写；-主要为城市数据（交通、规划、地理信息、人口等数据）分析，算法设计与开发；-配合CTO对数据分析团队的管理；-参与公司核心数据模型设计，应用模型搭建；-总结新的模型方法，通过培训等方式普及和推广新模型在公司的使用。职位要求：-对数据敏感，逻辑严谨，责任心强，工作主动自驱，沟通能力强；-熟练掌握 Python/R等语言；-熟悉 MySQL、PostgreSQL 或 MongoDB 等数据库 ；-具备GIS数据管理、分析、数据处理和转换能力。加分项：-了解机器学习基本方法及主流机器学习框架；-有统计模型经验, 有Javascript开发经验。",20k-35k,天使轮
788,商业分析,鑫全泰机电设备有限,0-20人,上海 浦东新区 张江,本科,3-5年,商业分析资深专家,工作职责：1、以量化分析方法驱动决策，通过分析多维度数据，为不同客户设计、优化相应营销和产品策略，优化流程提升客户转化率，满足客户需求同时达到公司业务和盈利增长；2、承担业务线owner职责，为业务成交量等KPI负责；与市场、产品、运营、研发团队紧密合作，推进业务策略执行和优化；3、设计各类A/B test，找到业务增长的核心驱动，优化业务资源配置，提升产品不同流程环节的转化。任职资格：1、具有较强的逻辑推理分析能力，能把复杂的业务问题抽象成数学问题，并找到解决方案。分析能力强，掌握相关的软件技能；2、项目管理与推动：主动管理所负责的业务线，主动为业务线的KPI负责，与产品、运营、研发团队紧密合作，推进业务策略执行和优化；3、营销活动设计优化：设计各类A/B test、营销活动，找到业务增长的驱动点，优化已有流程环节转化率；4、良好的沟通能力，学习能力，有创新和冒险精神；5、 结果导向，有责任心，具有良好的团队合作精神。,25k-40k,未融资
789,商业分析,欧尚中国,10000人以上,上海 杨浦区 江浦路,本科,1-3年,Customer Data Analysist消费者数据分析师,职位名称：消费数据分析 (Customer Data Analyst)汇报对象：Customer Data Manager工作描述：顾客数据分析师是业务部门与技术部门的沟通桥梁，负责从复杂的数据中提取有价值的商业信息，帮助业务部门做出相关决策。他将主要关注顾客购物行为，定义细分客群、深入分析数据，以采取不同行动来提升运营效果、优化运营和数据变现。工作内容：·         为了创造或更新周期性的数据报告、商业智能仪表盘和数据可视化，需要收集和分析业务需求·         通过数据挖掘了解顾客行为，与业务部门共同确定潜在的数据应用，以帮助门店提升服务、商品和吸引力·         协助会员运营团队和微信运营团队，为他们的营销活动的准备和执行提供数据支持。·         运营团队和IT团队之间的桥梁，将业务需求转化成数据逻辑。·         以运营团队代表的身份，参与IT部门与BI系统有关的项目会议·         监控和核查数据的质量（真实性、完整性） 职位要求:·         熟悉SQL和R/Python·         了解阿里巴巴Dataphin框架和QuickBI工具的优先·         对零售业有了解的优先·         有一定的英文基础（熟练英文更好）·         大学本科毕业·         通过以下方式对数据分析、数据挖掘或BI知识有一定了解·         3-5年以上相关项目经验·         强大的数据分析能力，能够从收集的大量数据中关注细节和准确性，与同事进行规划分析和交流·         主观能动性好，能够独立主动发现问题，解决问题 ·         良好的沟通技巧,8k-12k,不需要融资
790,商业分析,怡和科技,100-499人,上海 黄浦区 十六铺,本科,1-3年,BI数据分析师,"关于怡和大数据因大数据业务需求，我们负责为客户搭建数据仓库，开发多维互动式分析仪表盘、报表、大数据分析工具，以满足从起步阶段到高速成长期的数据处理、分析需求。 客户包括零售、商场、智能制造、连锁企业等多家世界五百强企业， 如恒隆地产、王府中环、文华东方酒店、必胜客、7-11、Hermes、丰田等。同时，作为创新实验室，该部门将尝试各种新技术、新工具，搭建各种概念Demo， 包括爬虫、可视化、企业级ETL、Hadoop、预测、回归聚类、用户画像等, 为新零售、商业地产、智能制造等客户，提供分析和挖掘方案。我们诚邀具有创新精神，动手能力强的实干家们加盟，一起实验，一起攻坚，成为新零售、云时代下的明星团队。职位描述：参与开发数据仓库和报表系统，用CRM、ERP、财务、WiFi等数据源，产生多种报表和Tableau、Qlikview仪表盘；主动挖掘客户需求，向客户IT团队寻求数据，从数据源的大量数据里，寻找有用的信息，帮助客户设计不同的指标体系，来实现业务、库存、生产、用户等数字化运营和考核；学习零售、制造、商业地产、教育等行业运营策略，帮助客户形成数字化运营的思路，从模糊的需求，落实到每个数据的来源、处理和最终呈现方式，提供有洞察力的报表和视图。任职要求：1、有一定的数据分析基础，优先考虑有Tableau, PowerBI，Qlikview、eView等经验的人；2、掌握一或几种编程语言： SQL,Python, Java, JavaScript,3、以下专业： 统计、数学、物理、经济、市场营销、计算机、自控、电子；4、喜欢咨询事业，能接受15-25%的出差。",12k-18k,不需要融资
791,商业分析,尼尔森,1000-9999人,上海 黄浦区 人民广场,本科,1-3年,数据分析师,理解客户的商业需求，利用各类数据独立完成数据建模与分析过程，确保分析结果的准确与稳定性；协助商务部门与客户沟通，帮助客户理解模型结果及应用,10k-11k,不需要融资
792,商业分析,英语流利说,1000-9999人,上海 杨浦区 平凉路,本科,3-5年,数据分析师,"职位描述: - 基于对流量、转化效率、LTV等核心商业指标的计算和分析，提供支持商业决策的 insights 和建议.- 分析多个商业产品的各个环节. 支持产品定价, 目标分解.- 建立商业预测模型，为中长期商业规划提供分析和决策支持.基本要求: - 计算机, 统计, 数学或工程类相关专业本科及以上学历.- 有电商工作经验. 熟悉市场推广的效果追踪和效率分析, 有销售目标分解和测算的经验.- 有复杂 SQL 查询 (或存储过程) 经验; 复杂 Excel 报表经验, 良好的数据验证习惯.- 以下两项中的至少一项:  - 熟悉基本的统计概念, 能合理应用基本的分类和回归方法.  - 熟悉 Python pandas/seaborn, 或 R tidyverse 工具集，擅长多维度分析和可视化.加分项：- 熟悉 Shell, Git, Jupyter, Rstudio, 有良好的文档和代码管理习惯.- 熟悉 Hive/Spark, 了解与传统 DB 的使用差异.",18k-36k,已上市
793,商业分析,蜻蜓FM,100-499人,上海 浦东新区 塘桥,学历不限,3-5年,数据分析师,职位描述：         负责付费内容（音频）项目的数据需求调研、数据分析；通过数据可视化形成图表和报告，为业务和产品部门探索商业价值提供数据支撑；负责数据挖掘建模等工作；对运营数据进行日常监控分析，数据处理等。岗位要求：3年以上工作经验，本科以上学历；统计，数学，金融相关专业优先；熟悉R语言、SQL，有python经验优先；具备优秀的逻辑思维能力，有相当的数据敏感度。,15k-25k,D轮及以上
795,商业分析,小红书,1000-9999人,上海 黄浦区 新天地,本科,3-5年,资深数据分析师,"工作职责:数据分析师将会专注于小红书的核心产品，用数据和数据技术去理解产品效果，从数据中获取洞见，并推动转变成真实的产品功能。理想的候选人拥有统计学或计算机科学背景，有处理和分析大数据集的经验，并对数据驱动的决策流程有一定的经验。我们期待自主性强、结果驱动的候选人，且有通过数据驱动产品迭代和成长的经历。岗位职责：* 应用数据统计，数据挖掘的专业知识和技能，获取数据并对数据做出可以影响实际决策的解读，通过数据理解用户在用户产品和商业产品中的行为。* 同产品和工程团队一起去解决实际的问题，获取并了解产品的发展趋势和改进方向。* 支持，影响和参与到产品的决策和产品的更新当中。* 数据分析师、数据科学家会实际参与到如下的工作领域中：* 产品监控：* 参与设定评估团队核心指标并对核心指标做出未来发展的预测* 设计并评估 A/B test实验* 监测产品核心指标，能找到核心指标变化的本质原因* 分析并建设产品DashBoard和给出数据报告* 建设核心数据去指导产品探索性分析* 探索性分析：* 对于产品的下一阶段目标和roadmap给出基于数据的建议* 能对领域内的产品生态，用户行为和长期趋势给出自己的见解* 不断尝试找到提升核心数据指标的新的抓手* 建立用户行为分析模型去辅助产品* 产品影响力* 通过基于数据的分析结果影响产品和工程团队* 同产品和工程团队深入交流，提供在商业和数据实验上的见解* 将数据驱动的实践经验在数据，产品，工程团队中进行传播* 数据基础建设* 主要通过Hadoop和Hive进行基础数据的建立和更新，有可能会涉及到部分MySQL，MongoDB等数据存储中的数据* 基于ETL框架，通过SQL和Python建立自动的数据Pipeline职位要求：* 两年以上互联网数据分析的实践工作经验* 本科及以上学历，计算机，数学，统计学或者相关的专业* 对于SQL或其他编程语言有实际的工作经验* 有实际使用任意脚本语言的经验 (Python, Perl, etc.)* 具有出色的沟通能力，同产品，工程和管理团队沟通交流分析结果并影响到产品的战略和方向* 对统计学有深入理解 (e.g., hypothesis testing, regressions)附加要求： * 拥有计算机，数学，统计学或者相关专业的硕士学历* 对分布式数据计算系统和平台有深入的使用经验(Hive/Hadoop/Spark",20k-40k,D轮及以上
796,商业分析,明劭投资咨询（上...,20-99人,上海 浦东新区 源深体育中心,本科,1-3年,项目管理兼分析,"工作职责：-根据公司需求，主导或协助参与TZG旗下相关项目各部门运营与管理工作；-参与TZG旗下相关项目各部门的业务洽谈、头脑风暴等会议；-负责TZG旗下相关项目的市场调研、数据收集与分析工作；-负责为TZG旗下相关项目准备各类推介材料，包括针对各方的商业计划书、可行性报告、框架协议以及相关演示文档制作等；-配合公司完成其他分析及运营相关工作。任职要求：--对创业事业具有足够的热情，有创业家精神并愿意与创业项目一同成长；--思维活跃，有探索、创新意识；--本科及以上学历，专业不限，经管类、金融类优先；--具有较强的英文口语及书面表达能力；--具有优秀的Excel, Word, Ppt操作能力； --具备独立起草商业计划书、可行性报告的能力；--具有良好的团队合作能力和沟通能力；--具有较强的工作自主性与独立工作能力；--具有较强的学习意愿及学习能力",8k-12k,20-99人
797,商业分析,饿了么,1000-9999人,上海 普陀区 金沙江路,本科,3-5年,数据分析师,岗位描述饿了么业务分析团队是新零售大数据领域的先行者，我们借力饿了么体系的庞大数据沉淀以及各类先进的数据产品，为饿了么新零售业务的发展提供最具前瞻性的商业策略建议，及基于数据的业务解决方案。我们立志于既帮业务看清前行的方向，又协助业务拿到具体的商业结果。1.为饿了么新零售业务建立完整、科学的业务指标监控、日周月报体系；2.基于饿了么内外部的数据剖析问题、发现机会，并提出有落地可能性的商业策略建议或解决方案；3.从用户、商品、商户、营销、竞争等角度开展分析工作，并建立对应主题的决策、管理体系；4.为数据工程、产品技术团队发现、孵化算法、产品类项目，并参与项目的共同推进；岗位要求1.统计、数学、信息技术、生物统计、经济、金融相关专业，本科及以上学历，至少3年相关工作经历；2.有竞争情报、管理咨询、商业分析经验者优先；3.熟悉数据库基本原理和结构，能熟练运用SQL (懂SAS，R，Python等语言的更佳)，独立且高效地完成数据的提取及分析；4.有丰富的数据清洗、分析、挖掘的经验，有数仓搭建或互联网数据产品经验的优先；并熟悉常用的数据挖掘方法论；5.良好的数据敏感度，能从海量数据提炼核心结果，并用简洁而清晰的方式呈现数据分析背后的商业逻辑和相关洞见；有出色的结构化思维能力；6.有良好的跨团队、部丫]沟通及资源整合能力，能够独立开展研究项目；7.较强的抗压能力，能在迅速变化的商业环境和动态的业务需求中，抓住重点并交出有质量的产出。,10k-15k,D轮及以上
798,商业分析,乂学教育,1000-9999人,上海 黄浦区 打浦桥,本科,3-5年,数据分析师,"岗位职责：良好的业务理解能力：能够将业务问题抽象成为数学问题；可以独立承担从需求沟通、数据分析，报告编写，全流程的数据分析工作构建乂学集团数据指标体系,帮助确定各项数据指标参与数据挖掘模型的构建、维护、部署和评估整理编写商业数据分析报告，及时发现和分析其中变化和问题，为业务发展提供决策支持职位要求：统计，数学，计算机，数理统计或数据挖掘专业方向相关专业本科或以上学历；从事数据分析师领域至少3年以上，有扎实的数据统计和数据挖掘专业知识熟悉培训行业，在线教育业务，用数据对业务(教研,产品, 运营等)产生过实质影响，或熟悉教育数据分析模型和用户数据分析模型优先3、精通Excel，具备数据库知识，熟练掌握sql，对Hbase, Hadoop大数据平台有一定的认识4、熟悉常规数据分析方法, 对自身的数据分析经历有系统沉淀，精通python /R/SPSS/SAS/Matlab至少一门统计编程语言5、精通至少一门BI工具，掌握GA等网站分析工具6、有数据产品的构建经验或数据报告编写经验，精通PPT，善用可视化工具7、了解常用数据结构和算法，有分类，回归,聚类，序列分析等数据挖掘，机器学习相关研究经历优先8、 对数据驱动业务有深入理解，对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力，工作主动自驱，较高的耐压力, 和推动力9、较强的学习，沟通和表达能力，能和国外数据科学家用英语书面和口语流畅交流尤佳",12k-20k,A轮
799,商业分析,饿了么,1000-9999人,上海 普陀区 金沙江路,本科,1-3年,数据分析师,"饿了么业务分析团队, 是新零售大数据领域的先行者，我们借力饿了么体系的庞大数据沉淀以及各类先进的数据产品，为饿了么新零售 业务的发展提供最具前瞻性的商业策略建议，及基于数据的业务解决方案。我们立志于既帮业务看清前行的方向，又协助业务拿到具体的商业结果。 1. 为饿了么 新零售 业务建立完整、科学的业务指标监控、日周月报体系； 2. 基于饿了么 内外部的数据剖析问题、发现机会，并提出有落地可能性的商业策略建议或解决方案； 3. 从用户、商品、商户、营销、竞争等角度开展分析工作，并建立对应主题的决策、管理体系； 4. 为数据工程、产品技术团队发现、孵化算法、产品类项目，并参与项目的共同推进； 岗位要求1. 统计、数学、信息技术、生物统计、经济、金融相关专业，本科及以上学历，至少3年相关工作经历； 2. 有竞争情报、管理咨询、商业分析经验者优先； 3. 熟悉数据库基本原理和结构，能熟练运用SQL（懂SAS,R,Python等语言的更佳），独立且高效地完成数据的提取及分析； 4. 有丰富的数据清洗、分析、挖掘的经验，有数仓搭建或互联网数据产品经验的优先；并熟悉常用的数据挖掘方法论； 5. 良好的数据敏感度，能从海量数据提炼核心结果，并用简洁而清晰的方式呈现数据分析背后的商业逻辑和相关洞见；有出色的结构化思维能力； 6. 有良好的跨团队、部门沟通及资源整合能力，能够独立开展研究项目； 7. 较强的抗压能力，能在迅速变化的商业环境和动态的业务需求中，抓住重点并交出有质量的产出。",20k-40k,D轮及以上
800,商业分析,我图网,500-999人,上海 浦东新区 张江,本科,1-3年,市场分析（含海外市场分析）,岗位职责：研究海外图片素材市场行业动态追踪、收集并分析相关行业的趋势、创新竞品和业务模式，研究行业数据、分析行业发展，撰写行业报告；在小组长的带领下，围绕新产品展开市场分析、用户需求研究、可行性研究等，挖掘业务问题和痛点，给出行动建议，推动业务成长，协助业务孵化；针对平台课题，进行研究设计、调研执行、数据收集和整理、报告撰写等工作；对于行业竞品和相关研究领域进行长期跟踪，持续输出相关的研究结论及动向报告。任职资格：具有良好写作和表达能力，有较好英语阅读和书写水平的优先；，有二外语言能力者优先能独立进行开展研究分析工作，并通过整理形成可参考的报告，给出方案；拥有市调或咨询公司、互联网商业分析或用研岗位，2-3年从业经验者优先；具有一定的研究能力，优秀的专业素养及敬业精神；有创新意识，能够提出改进性的产品创意和计划；较强的数据分析能力，沟通能力，跨部门合作能力；此职位直接汇报给CEO。,10k-20k,不需要融资
801,商业分析,我图网,500-999人,上海 浦东新区 张江,本科,3-5年,用户分析师,#负责行业动态追踪、收集并分析相关行业的趋势、创新竞品和业务模式，研究行业数据、分析行业发展，撰写行业报告；#在小组长的带领下，围绕新产品展开市场分析、用户需求研究、可行性研究等，挖掘业务问题和痛点，给出行动建议，推动业务成长，协助业务孵化；#针对平台课题，进行研究设计、调研执行、数据收集和整理、报告撰写等工作；#协助各个项目组进行用户研究、产品研究或课题研究，并输出具备可行性的方案或洞察；#对于行业竞品和相关研究领域进行长期跟踪，持续输出相关的研究结论及动向报告；岗位要求：#本科及以上学历，心理学、社会学、统计学、经济学、应用数学、互联网相关专业优先；#能独立进行开展研究分析工作，并通过整理形成可参考的报告，给出方案；#拥有市调或咨询公司、互联网商业分析或用研岗位，2-3年从业经验者优先；#具有一定的研究能力，优秀的专业素养及敬业精神；#有创新意识，能够提出改进性的产品创意和计划；#较强的数据分析能力，沟通能力，跨部门合作能力；#具备SPSS/R/SQL等软件实操能力者优先；#具有良好写作和表达能力，有较好英语阅读和书写水平的优先；,15k-30k,不需要融资
802,商业分析,智邑企业管理咨询,0-20人,上海 浦东新区 张江,本科,1年以内,高级研究员/资深分析师,岗位职责：商业世界的研究精英，主导或深度参与商业新趋势研究课题，主持撰写行业的战略性深度分析报告，或商业主题书籍。作为咨询公司的基础研究平台骨干，参与管理或战略咨询工具的研发和创新；主持内部主题型研究网络、推动网络成员实现协同研究，实现商业思想创新。任职资格：硕士以上学历，广告学、新闻传播、管理学、经济学或相关专业优先；资深商业写手，发表深度商业财经类报道或相关论文者优先。,10k-20k,0-20人
803,商业分析,拍拍贷,1000-9999人,上海 浦东新区 唐镇,本科,5-10年,商业分析高级经理/用户运营高级经理,*岗位目的：1、以量化分析方法驱动决策，通过分析多维度数据，为不同客户设计、优化相应营销和产品策略，优化流程提升客户转化率，满足客户需求同时达到公司业务和盈利增长。2、承担业务线owner职责，为业务成交量等KPI负责；与市场、产品、运营、研发团队紧密合作，推进业务策略执行和优化。3、设计各类A/B test，找到业务增长的核心驱动，优化业务资源配置，提升产品不同流程环节的转化。*岗位要求：1、具有较强的逻辑推理分析能力，能把复杂的业务问题抽象成数学问题，并找到解决方案。分析能力强，掌握相关的软件技能2、项目管理与推动：主动管理所负责的业务线，主动为业务线的KPI负责，与产品、运营、研发团队紧密合作，推进业务策略执行和优化3、营销活动设计优化：设计各类A/B test、营销活动，找到业务增长的驱动点，优化已有流程环节转化率4、良好的沟通能力，学习能力，有创新和冒险精神5、 结果导向，有责任心，具有良好的团队合作精神,30k-60k,已上市
804,商业分析,七牛云存储,100-499人,上海 浦东新区 张江,本科,3-5年,商业产品经理,"岗位描述：负责七牛商业运营销售系统或财务系统产品的规划、设计和运营，提升公司整体商业运营效率；通过对复杂业务流程的梳理、数据分析与挖掘，与相应业务线沟通、回顾及反馈，发现运营风险和提升机会，优化商业流程和策略，持续提升产品收益；负责进行产品详细特性规划和产品设计，包含但不限于撰写PRD文档、功能流程梳理、功能点梳理、每个功能点逻辑判断、字段梳理等，并协助研发团队理解和掌握需求；协同业务团队、销售团队、技术团队等保正产品研发进度；在对业务深入全面了解的基础上, 梳理抽象业务的核心逻辑、核心KPI、关键指标、过程指标等, 推动做成固化报表产品等,及时监控业务状况； 岗位要求：有至少三年以上产品经理经验，熟悉主流的B2B商业模式，深入理解各种商业运营方法；熟悉ERP、CRM等相关系统，对交易流程、商品管理、订单管理、定价策略、KPI绩效指标、竞品分析、财务管理等领域有深入的业务理解和产品设计能力；有很强的产品owner 意识，能够主动的协调各方的需求（包括客户、销售、市场、财务、内部其他业务方），有一定的系统意识；能够对业务流建立起成熟的监控体系，提出有效的运营策略，善于从数据角度挖掘和分析；熟练使用Axure、Visio等相关工具，有很强的逻辑分析能力、文字表达能力，能熟练编写产品PRD文档；很强的创新能力、沟通能力，以结果为导向，思维清晰，逻辑性强，勇于创新和面对挑战，对工作充满激情；良好的自我管理能力、环境适应能力和执行力；",15k-30k,D轮及以上
805,商业分析,我图网,500-999人,上海 浦东新区 张江,本科,3-5年,战略分析师,#负责行业动态追踪、收集并分析相关行业的趋势、创新竞品和业务模式，研究行业数据、分析行业发展，撰写行业报告；#在小组长的带领下，围绕新产品展开市场分析、用户需求研究、可行性研究等，挖掘业务问题和痛点，给出行动建议，推动业务成长，协助业务孵化；#针对平台课题，进行研究设计、调研执行、数据收集和整理、报告撰写等工作；#协助各个项目组进行用户研究、产品研究或课题研究，并输出具备可行性的方案或洞察；#对于行业竞品和相关研究领域进行长期跟踪，持续输出相关的研究结论及动向报告；岗位要求：#本科及以上学历，心理学、社会学、统计学、经济学、应用数学、互联网相关专业优先；#能独立进行开展研究分析工作，并通过整理形成可参考的报告，给出方案；#拥有市调或咨询公司、互联网商业分析或用研岗位，2-3年从业经验者优先；#具有一定的研究能力，优秀的专业素养及敬业精神；#有创新意识，能够提出改进性的产品创意和计划；#较强的数据分析能力，沟通能力，跨部门合作能力；#具备SPSS/R/SQL等软件实操能力者优先；#具有良好写作和表达能力，有较好英语阅读和书写水平的优先；#此职位直接汇报给CEO。,10k-20k,不需要融资
806,商业分析,五什五数据公司,20-99人,上海 静安区 南京西路,硕士,3-5年,高级数据分析师,当你加入  55  上海咨询团队后，将为多个行业的客户积极提供  55  的数据咨询服务。在一系列与媒体获取策略或现场转换优化有关的任务中，你将致力于推动一种以用户角度为中心，以系统化、条理化地使用数据为基准而做出商业决定的新型数字营销模式。 作为一名高级数据分析师，你将遵循一个行动计划，在任务期间逐步发布各项可交付成果。你将确保网站分析数据的完整性，以及在与客户端进行交付时的解释。你需要负责交付成果的内容、形式和总体质量，并且监管客户的运营和技术实施。基于你对公司使命和客户需求的良好理解，你将和我们的全体团队合作开拓  55  数据公司的业务，包括市场营销以及技术和运营交付。工作描述- 根据KPI（报告）对客户的数字营销活动进行监测，通过数据分析和网站测试进行现场转化优化，以及在线媒介购买优化- 根据客户所在行业（如移动运营商、零售业、旅游业等）的业务指标，分析数据并构建相关信息，为客户带来利益- 针对转化及线上媒介购买方向培养敏锐的操作技能- 满足客户需求，注重交付成果质量教育背景及工作经验- 研究生（商务、工程专业）或相关文凭者- 拥有3-5年项目管理、数字营销、咨询公司（营销战略、组织架构、变更管理、IS等）、商业智能软件发布商（SAP等）等经验，或是传统或数字媒介购买代理商从业者技能及兴趣- 普通话（母语或流利）- 良好的沟通技能（口语及书面）- 数据可视化- 强大的分析能力- 良好的创业精神及团队协作精神- 了解网站分析工具以及主流在线获取渠道：搜索引擎（SEO，SEM和竞价管理工具），展示广告、联盟营销，电子邮件，社交媒体、广告交易、网页和移动应用等。- 行业网站分析工具,10k-20k,不需要融资
807,商业分析,饿了么公司,10000人以上,上海  ,本科,1-3年,数据分析师,任职要求：*优秀的商业分析思维，善于思辨，敢于决断；能够针对某项业务，搭建整个数据分析体系；*通过专题/项目分析，对业务进行深入分析，提供有效的策略建议，并能推动策略方案落地；*外在数据收集能力，掌握调查的基本方法，能通过调查工具，准确及时地收集外部数据；*优秀的沟通能力，强大的自驱力，具备分享精神，能带动小伙伴们一起提高。工作内容：*负责项目策略输出，将业务方的需求，经过数据分析，落地为可执行的策略或方案，并追踪执行结果；*搭建主题性的指标体系，并负责数据报表建设，撰写数据分析报告；*培训运营人员，提高他们的数据分析能力。最后，我们欢迎每一位致力于数据分析的小伙伴加入，相信数据给业务带来的价值！相信机遇给自己带来的成长！,12k-20k,D轮及以上
808,商业分析,我图网,500-999人,上海 浦东新区 张江,硕士,3-5年,市场分析（平台）,"职位诱惑：平台大,机会多,福利好,团队氛围佳职位描述：岗位职责：负责行业动态追踪、收集并分析相关行业的趋势、创新竞品和业务模式，研究行业数据、分析行业发展，撰写行业报告；在小组长的带领下，围绕新产品展开市场分析、用户需求研究、可行性研究等，挖掘业务问题和痛点，给出行动建议，推动业务成长，协助业务孵化；对于行业竞品和相关研究领域进行长期跟踪，持续输出相关的研究结论及动向报告。任职资格：本科及以上学历，心理学、社会学、统计学、经济学、应用数学、互联网相关专业优先；能独立进行开展研究分析工作，并通过整理形成可参考的报告，给出方案；拥有市调或咨询公司、互联网商业分析或用研岗位，2-3年从业经验者优先；具有一定的研究能力，优秀的专业素养及敬业精神；有创新意识，能够提出改进性的产品创意和计划；较强的数据分析能力，沟通能力，跨部门合作能力；具备SPSS/R/SQL等软件实操能力者优先；具有良好写作和表达能力，有较好英语阅读和书写水平的优先；此职位直接汇报给CEO。",15k-25k,不需要融资
809,商业分析,我图网,500-999人,上海 浦东新区 张江,本科,1-3年,行业分析师,#负责行业动态追踪、收集并分析相关行业的趋势、创新竞品和业务模式，研究行业数据、分析行业发展，撰写行业报告；#在小组长的带领下，围绕新产品展开市场分析、用户需求研究、可行性研究等，挖掘业务问题和痛点，给出行动建议，推动业务成长，协助业务孵化；#针对平台课题，进行研究设计、调研执行、数据收集和整理、报告撰写等工作；#协助各个项目组进行用户研究、产品研究或课题研究，并输出具备可行性的方案或洞察；#对于行业竞品和相关研究领域进行长期跟踪，持续输出相关的研究结论及动向报告；岗位要求：#本科及以上学历，心理学、社会学、统计学、经济学、应用数学、互联网相关专业优先；#能独立进行开展研究分析工作，并通过整理形成可参考的报告，给出方案；#拥有市调或咨询公司、互联网商业分析或用研岗位，2-3年从业经验者优先；#具有一定的研究能力，优秀的专业素养及敬业精神；#有创新意识，能够提出改进性的产品创意和计划；#较强的数据分析能力，沟通能力，跨部门合作能力；#具备SPSS/R/SQL等软件实操能力者优先；#具有良好写作和表达能力，有较好英语阅读和书写水平的优先；#此职位直接汇报给CEO。,10k-20k,不需要融资
810,商业分析,百丽,1000-9999人,上海 徐汇区 交大,大专,1-3年,物流系统支持主管,BA 商业分析 1、熟悉物流行业的业务运作 2、参与过物流企业的信息化建设 3、熟悉 WMS TMS OMS BMS 物流系统的原理及实际系统落地的过程 4、良好产品沟通能力，可以与各类人员进行无障碍的沟通 5、熟悉产品原型设计工具 6、良好的逻辑思维能力、归纳总结能力，文档撰写能力 7、熟悉IT类系统项目实施过程 8、跟进产品实现及日常使用的全过程需求人数：2人,12k-16k,不需要融资
811,商业分析,我图网,500-999人,上海 浦东新区 张江,大专,3-5年,产品经理,大行业背景优先，后台数据产品方向，沟通优秀，对数据敏感，思维敏捷。,20k-40k,不需要融资
