,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
421,数据挖掘,浙江新再灵,100-499人,上海 杨浦区 四平路,硕士,5-10年,高级数据挖掘工程师,学历要求：五年以上工作经验，三年以上相关工作经验，硕士及以上学历，计算机、电子通信、数学等相关专业。技能要求：1.	具备查阅研读相关中英文论文的能力。2.	能熟练使用C++、JAVA中至少一种，能熟练使用R，Python，Matlab至少一种。3.	有Hadoop、Hbase、hive等数据库开发经验。4.	能熟练使用python爬虫技术。5.	能独立完成广告推荐系统的设计。6.	具备一定的项目管理能力，具有业务落地推动经验。4)	数据挖掘岗位职责1.	采集、抓取、清洗外部数据，满足业务需求。2.	推动业务过程中数据管道的建立，并实施维护。3.	推动商业数据仓库的建立，并实施维护。4.	通过分析挖掘产出有效的数据模型、客户行为、习惯等分析报告。5.	和算法部门协作，提供数据支持，并推动核心算法的落地。6.	和业务部门密切配合寻求数据层面的商业价值。,15k-30k,D轮及以上
422,数据挖掘,蚂蚁金服,10000人以上,上海 浦东新区 陆家嘴,本科,3-5年,高级数据开发工程师/专家 -  ETL/数据挖掘,1.负责支付宝事业群数仓建设，包括：数据仓库（离线、实时）的数据架构、数据模型规划及实施、数据质量保障；2.研究蚂蚁金服亿级用户及商户的相关行为及数据，并基于分类、标注、聚类等机器学习手段，挖掘不同业务场景的业务标签；,20k-40k,C轮
423,数据挖掘,驴妈妈旅游网,1000-9999人,上海 普陀区 金沙江路,本科,3-5年,数据挖掘工程师/算法工程师,岗位职责：1. 从事推荐、NLP算法开发等工作；2. 建设用户画像、产品标签体系，构建智能推荐、搜索推荐系统；3. 智能客服相关语义分析及推荐；4. 对文本进行相关标签的提取。任职要求：1. 计算机，数学或相关专业本科及以上学历，3年以上工作经验；2. 有较强的数学功底，熟悉基本算法原理；3. 有大数据平台的使用经验，熟练使用机器学习框架；4. scala、python、java等常用语言中，精通使用至少一种；5. 有深度学习、实时推荐经验优先；,15k-30k,已上市
425,数据挖掘,广东鸿特,1000-9999人,上海 浦东新区 世纪公园,本科,经验不限,数据挖掘工程师,岗位职责：1. 负责信贷产品的信用评分模型建设，通过大数据管理，建立信贷业务信用评分模型，客户资信模型等数据模型，用于信贷业务的发展；2. 信贷模型策略实施：通过模型的判断和计算，对用户行为作出准确的预判，应用于信贷业务的风险管理模块，包括但不限于额度、利率等策略；3. 项目管理：负责与产品、系统开发部门对接， 确保模型量化策略的准确实施，以及上线后的监控优化；4. 负责设计并完善模型监控报告体系；5. 第三方征信数据合作建模、价值评估等；6. 其他建模相关工作任职要求：1、本科及以上学历，数学、应用数学、金融数学、统计学、自动化、人工智能相关专业优先；2、有模型建设工作经验，了解建模背后原理，能创造性的通过建模解决业务问题；3、曾从事以下行业的数据建模工作者优先考虑：金融数学、金融建模、信贷业务建模、评分卡建模；4、对于互联网信贷量化风控与建模技术有专研者优先，熟练使用SAS者优先；5、有激情，有理想，工作责任心强，抗压能力强，有较好的创新精神。,10k-20k,不需要融资
426,数据挖掘,蚂蚁金服,10000人以上,上海 浦东新区 陆家嘴,学历不限,经验不限,高级数据开发工程师/专家 ETL/数据挖掘,工作地点可选上海、杭州1.负责支付宝事业群数仓建设，包括：数据仓库（离线、实时）的数据架构、数据模型规划及实施、数据质量保障；2.研究蚂蚁金服亿级用户及商户的相关行为及数据，并基于分类、标注、聚类等机器学习手段，挖掘不同业务场景的业务标签；职位要求:1.从事数据仓库或挖掘领域至少3年以上，熟悉数据仓库模型设计与ETL开发经验 ，掌握维度建模设计方法，具备海量数据处理经验；2.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理；3.熟悉数据库技术，熟练运用SQL及其他語言，能高效的与技术团队进行沟通；4.有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop生态相关技术并有相关实践经验着优先，如Hdfs、Mapreduce、Hive、Hbase、Spark、Storm；5. 对常规统计机器学习问题具有一定的理解，熟悉常用的模型；6.熟练掌握一门或多门编程语言，并有大型项目建设经验者优先，如Java、Python、Shell；7.良好的商业嗅觉，有丰富的数据分析经验，较强的数据、平台、技术理解能力；8.良好的语言沟通与表达能力，自我驱动；,20k-40k,C轮
427,数据挖掘,深圳萨摩耶金服,100-499人,上海 浦东新区 北蔡,本科,1-3年,高级数据挖掘与模型分析师,职位描述： 1.负责独立或带领团队进行客户画像； 2.负责独立或带领团队应用统计建模、数据挖掘、机器学习等方法，建立高质量模型并持续优化； 3.负责在项目推进过程中的跨部门协调沟通工作，推动数据产品的落地应用，产生实际业务价值； 4.负责设计公司业务关键流程监控点，针对日常监控中发现的异常及时调整监控布局 岗位要求： 1.本科及以上学历； 2.金融、计算机、统计、应用数学、经济、生物、物理、电子等相关专业，或相关岗位从业 3 年以上 3.具有建模实操经验，有一定带领团队经验，有推动相关项目经验； 4.精通 SQL 和 OFFICE，并有一定计算机基础，有 Java、Python、R、matlab、spark ML 中任一语言编程经历； 5.机器学习或数据挖掘专业背景优先，拥有海量数据处理经验者优先，对有丰富 Python 应用经验者优先。 6.工作地点：上海,30k-35k,C轮
428,数据挖掘,支付宝,1000-9999人,上海 浦东新区 陆家嘴,本科,3-5年,数据挖掘,职位描述：1.负责支付宝事业群数仓建设，包括：数据仓库（离线、实时）的数据架构、数据模型规划及实施、数据质量保障；2.研究蚂蚁金服亿级用户及商户的相关行为及数据，并基于分类、标注、聚类等机器学习手段，挖掘不同业务场景的业务标签；职位要求：1.从事数据仓库或挖掘领域至少5年以上，熟悉数据仓库模型设计与ETL开发经验 ，掌握维度建模设计方法，具备海量数据处理经验； 2.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理；3.熟悉数据库技术，熟练运用SQL及其他語言，能高效的与技术团队进行沟通；4.有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop生态相关技术并有相关实践经验着优先，如Hdfs、Mapreduce、Hive、Hbase、Spark、Storm；5. 对常规统计机器学习问题具有一定的理解，熟悉常用的模型； 6.熟练掌握一门或多门编程语言，并有大型项目建设经验者优先，如Java、Python、Shell；7.良好的商业嗅觉，有丰富的数据分析经验，较强的数据、平台、技术理解能力；8.良好的语言沟通与表达能力，自我驱动；,25k-40k,B轮
429,数据挖掘,斯干网络,20-99人,上海 闵行区 程家桥,本科,1-3年,数据挖掘工程师,岗位职责：1. 完善用户行为统计，关注用户增长与内容质量监测2. 根据用户行为推荐其喜欢的内容，监测并优化推荐算法3. 优化内容搜索策略，优先展示时下热点及用户喜好的内容4. 完善AB测试的渠道推荐及反馈系统岗位要求:1. 有两年以上后台开发或数据分析经验2. 熟练使用Unix/Linux操作系统，熟悉常用的Shell/Python，熟悉MySQL、Redis等数据库使用及优化3. 对Hadoop、Spark、Storm等大数据平台技术有经验者优先4. 崇尚极客文化，富有钻研精神，对未知充满好奇心，以理论+实践指导工作如果你满足以上要求，请毫不犹豫地联系我 (๑•̀ㅂ•́)و✧,10k-20k,A轮
430,数据挖掘,梅斯医学,100-499人,上海 徐汇区 田林,硕士,1年以内,资深数据挖掘分析师,岗位职责：1、撰写真实世界研究的统计分析计划（SAP），备注：研究性质属于开放性科学研究，需要具有严谨与创新的研究思路，并在国内外知名学府中多年从事相关研究的工作经验2、编写分析宏程序岗位要求：1、能独立编写SAS宏程序。2、有好的科研思路。3、有处理过大样本量的探索性分析，了解并使用过国际前沿模型，对数据结果有极佳的敏锐度。4、流行病学统计与分析专业，研究生及以上学历，在国内外知名高校从事相关研究工作十年及以上经验的优先考虑；,20k-30k,A轮
431,数据挖掘,腾讯互娱,10000人以上,上海 徐汇区 漕河泾,本科,3-5年,OMG064-广告数据挖掘与算法工程师,岗位职责:参与展示广告售卖与投放的算法研发； 参与视频广告库存预估、在线投放等算法的研发；参与点击率预估的算法研发；参与Look-alike人群扩散相关的算法研发。岗位要求:全日制计算机本科及以上学历，3年以上相关工作经验；扎实的数据结构和算法基础，精通C/C++、Java、Python等至少一门开发语言；熟悉linux下的开发环境，极佳的算法与工程实现能力；有数据挖掘、机器学习、深度学习等相关经验者优先；有互联网广告行业开发经验者优先；有进取心，责任心强， 能够主动快速学习新的算法与工程技术。,20k-40k,不需要融资
432,数据挖掘,彩虹无线,20-99人,上海 普陀区 中山北路,本科,3-5年,数据挖掘工程师,岗位职责:1、基于车联网海量数据，发现车联网数据规律，挖掘车联网数据价值并建立分析模型；2、对车联网海量数据进行提炼、分析、归纳用户/车辆属性、行为等信息，输出分析报告；3、配合大数据平台，对于上线模型进行工程化代码实现或建议；4、根据业务形态和分析，逐渐积累可供业务产品使用的数据模型逻辑，推进产品实施，确保产品不断完善；职位要求：1、具有1~2年数据分析、数据挖掘、数据可视化等相关经验；2、熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理，并具备相关项目经验；3、熟练使用SQL访问和处理数据系统中的数据，掌握R语言/Python等任意一种数据分析语言。4、了解常用分布式计算和存储框架hadoop/HDFS/Hive/Spark等，具备相关项目经验优先；5、对时空数据、轨迹数据、地理信息数据感兴趣及有经验者优先；6、有车联网驾驶行为分析挖掘经验优先，能够在压力下工作。；数据建模、数据挖掘、数据分析（统计学、数学、计算机、生物统计等相关专业背景）,15k-25k,C轮
433,数据挖掘,金服银行科技中心,10000人以上,上海 浦东新区 源深体育中心,本科,3-5年,数据挖掘算法工程师大数据,岗位职责：1、学习银行零售相关业务内容，快速掌握常用业务指标口径及数据字段定义2、和各业务条线沟通洽谈、将业务痛点转化为数据理解，探索多种算法来解决业务问题，并规划项目的实施路径3、训练及构建算法模型，部署模型上线并持续优化算法4、主动创新，探索前沿的机器学习方法并应用到现有业务中，提升一线运营能力5、具有良好的分析能力及报告撰写能力，能够撰写常规的策略运营和分析报告技能要求：1、统计学、应用数学、会计、计算机等本科及以上学历，3年以上数据挖掘工作经验，互联网行业、金融行业优先2、扎实的数据结构及算法功底，优秀的工程实现能力，熟悉常用的机器学习算法（如聚类、分类、回归、预测等），有丰富的算法应用经验3、熟练掌握SQL语言，熟练使用Python、R、MATLAB、SAS等至少一种数据挖掘工具4、熟悉hadoop、spark、storm、flink等分布式计算平台，有大规模数据处理和数据分析挖掘经验者优先考虑；5、对数据敏感，逻辑严谨，能快速理解业务，发掘业务场景和数据之间的联系 6、有较强的沟通能力，积极乐观，有耐心、责任心，具备强烈的进取心、求知欲及团队合作精神,25k-50k,已上市
434,数据挖掘,尉合,100-499人,上海 长宁区 古北,硕士,3-5年,数据挖掘工程师,我们需要这样的数据挖掘工程师：1、对数据极度敏感，看到的不是数据而是业务场景2、建立数据挖掘系统，并能够根据业务增长和变化快速迭代3、能够对各类业务进行抽象，研发业务数据模型4、以数据为基础进行计算，能够驱动业务做出重要决策我们对数据挖掘工程师的预期：1、数学、统计学等相关专业毕业，硕士及以上学历；2、有相对完整的项目数据挖掘建模经验，形成自己的方法论；3、男女不限，性格积极开朗，擅长沟通；我们是一支家具家居领域的新零售团队我们认为新零售的核心就是移动+数据我们的业务链包括供应链、社区、电商、线下体验等各个领域我们的数据来源也并非只有线上渠道我们把数据的重要性已经提升到前所未有的高度，即便在初创阶段,20k-30k,A轮
435,数据挖掘,Hypers,100-499人,上海 虹口区 四川北路,本科,1-3年,数据挖掘,岗位工作：致力于商业领域AI技术应用，进行场景话应用建模研究与实施,8k-13k,已上市
437,数据挖掘,今日头条,10000人以上,上海 徐汇区 漕河泾,本科,3-5年,数据挖掘工程师（上海）,职位描述1、基于每日百亿级展现数据，搭建大数据处理平台;实现流式事件的实时计算，落地储存。对于离线数据完成数据仓库的建立，为数据挖掘提供有效的数据； 2、使用用户行为数据，广告投放数据，挖掘数据层次关系，分析媒体.流量.广告主等数据来提高变现效率；3、数据分析，挖掘，模型具体的产品化；了解广告业务，能和PM合作，基于数据驱动持续优化数据产品。4、业务分析、技术把关与人才选拔职位要求经验3-5年学历本科及以上1、熟悉C++、JAVA、python中的一种或多种编程技术，编程能力强，熟悉大数据处理技术，善于学习应用业界领先数据架构和技术；2、对大数据开源组件有使用经验，对hadoop/hive/spark/ES/druid 其中一项精通；3、熟悉数据挖掘算法，包括数据清洗.统计学习.分类聚类算法，并能够验证算法效果，将算法应用在广告业务中； 4、善于学习，思维活跃，善于从数据中发现.思考并解决问题；5、有广告研发经验者优先，对广告行业有自己思考的优先。可通过http://taou.cn/HnL3k投递职位（相当于内推），置顶职位中没找到可在下面【更多职位】的分类里里搜一下,24k-48k,D轮及以上
438,数据挖掘,易班网,500-999人,上海 杨浦区 四平路,本科,3-5年,数据挖掘工程师,1、本科及以上学历，计算机及相关专业毕业；具备3年以上海量数据挖掘工作经验；2、具备丰富的JAVA开发经验，熟悉Linux/UNIX系统，精通hadoop/Hbase/spark/flume等大数据技术；3、熟悉机器学习及数据挖掘常用算法（聚类，分类和关联规则挖掘算法，FP-TREE等）；4、具备良好的沟通、表达能力，思维敏捷，能够快速、准确地理解开发需求；5、具备良好的数学、统计学、数据结构和算法设计基础，严密的逻辑分析能力，能够快速对开发需求做出较优的实施方案；6、具备良好的职业道德、强烈的工作责任心及抗压能力,15k-20k,不需要融资
439,数据挖掘,前隆科技,500-999人,上海 虹口区 大连,本科,1-3年,数据挖掘工程师,一、岗位职责：1、通过数据建模，对借款人的信用风险及欺诈风险进行有效把控，分析客户行为，定制风险预测模型；2、跨部门合作，协调各相关部门，推动模型的上线、投产、追踪、评估、模型迭代等工作；3、负责同外部机构合作数据实验室、共同建模工作；4、领导交办的其他事宜。 二、岗位要求：1、本科或以上学历，金融、数学、计算机、统计类相关专业毕业；2、2年以上数据挖掘工作经验，有信用卡或消费信贷风控模型建模经验（信用模型、反欺诈模型）；3、项目中应用2种（含）以上算法：逻辑回归、GBDT、SVM，随机森林、神经网络等算法模型；4、精通SAS(BASE/STAT/EM)、R、Python等2种以上语言，熟悉MySQL、Hive等数据库；6、工作积极主动，抗压能力强；,20k-35k,C轮
440,数据挖掘,拍拍贷,1000-9999人,上海 浦东新区 唐镇,硕士,3-5年,数据挖掘建模（反欺诈业务）,职位描述：1，根据公司业务需求，针对业务数据完成各个维度的统计与分析；2，深度挖掘用户数据，建立用户画像，设计风险评估模型，控制借贷风险；3，配合公司其他部门完成相关数据模型的开发，支持各部门运营决策；4，配合开发人员完成数据模型开发、上线运行。 任职要求：1，国内外知名大学毕业，数学、统计学、金融、计算机等专业，硕士及以上学历，2年及以上工作经验；2，熟练掌握orcale/MySQL等关系型数据库，能够自主完成数据提取与分析；3，精通Python数据分析挖掘包，能够自主完成数据分析工作；4，熟悉Java或者Python等开发语言，完成基础脚本的开发；5，熟悉决策树、逻辑回归、聚类、判别分析、因子分析、多元回归等常用数据挖掘算法和统计分析方法；6，极强的责任心、学习能力、沟通协作能力 关键词： python logistic regression svm xgboost nn random forest pandas sklearn ，machine learning/deep learning,18k-30k,已上市
441,数据挖掘,Bingrun,20-99人,上海 浦东新区 梅园,学历不限,3-5年,数据挖掘工程师,1）岗位职责1） 负责项目中数据挖掘模型的构建、维护、部署和评估等，通过对运行数据进行分析挖掘背后隐含的规律及对未来的预测；2） 负责机器学习/深度学习等相关领域研究和开发工作；跟踪及研究深度学习前沿技术。3） 追踪行业内不断涌现的新技术，并能够结合实际对建模及工程方法提出合理化建议；  2）岗位要求1） 1年以上数据挖掘工作经验；2） 善于分析业务，能将复杂的业务需求转化为适合的数学模型，并从中找到规律，提供相关的决策依据；3）  精通Python/R/Matlab/Java中至少一种；熟悉SQL语言；4） 在文本挖掘、图像、语音或自然语言处理方面有实际项目研发经历优先；5） 具有良好的问题解决能力、沟通能力及团队合作精神；3）注意事项①必须会Python，最低条件会R。——EDA只要会python，陈国润部门可以只会R。②如果以前做Python开发的，愿意转行做数据挖掘，也可。③男、女不限④薪资范围：12K-24K⑤工作地点：园区或北泰、丁香路（EDA）,12k-24k,未融资
442,数据挖掘,陆金所,1000-9999人,上海 浦东新区 陆家嘴,本科,3-5年,数据挖掘,1、 面向数据进行建模、处理、入库、分析等，建立可供企业各个业务领域使用的数据(访问、可视化、分析)服务。2、 负责数据治理平台的搭建和管理，与相关团队协作进行数据建模工作，推动业务部门的数据治理。3、 提炼数据分析和业务洞察的需求，与相关团队协作并推动数据产品的落地。4、 负责人工智能项目的开展及落地任职要求： 1、 具有3年以上数据分析、数据挖掘、BI等相关经验，熟悉pentaho、tableau、echarts等BI工具2、 熟练地使用数据分析相关的语言例如R、Python等。 3、 熟练使用人工智能涉及的数据清洗、特征工程、算法（如分类、聚类、回归、关联规则、神经网络等）构建模型，具备相关项目经验 4、 精通使用SQL、ETL工具访问和处理数据系统中的数据。5、 了解常用分布式计算和存储框架Hadoop/HDFS/Hive/Spark等，具备相关项目经验优先 6、 具备良好的数据敏感度，能从大量数据提炼核心结果，并用简洁清晰的方式呈现数据分析背后的业务逻辑。7、 有良好的跨团队、部门沟通及资源整合能力，能够独立开展研究项目。,15k-30k,B轮
443,数据挖掘,奥明信息,100-499人,上海 长宁区 北新泾,本科,3-5年,数据挖掘工程师,工作经验：相关工作经验2年薪水及福利：●月薪：20k-30k●五险一金●午餐补助●期权我们希望您：1、本科及以上学历，2年以上机器学习、数据挖掘工作经验；2、至少精通一门编程语言，熟练使用常用算法和数据结构，有较强的实现能力；3、具有统计或数据挖掘背景，并对机器学习算法和理论有较深入的研究；4、熟悉数据挖掘相关算法(决策树、SVM、聚类、逻辑回归、贝叶斯)，并具备1年以上的实际工作经验；5、有大规模数据挖掘经验者优先；6、有互联网、O2O等领域数据挖掘、分析建模相关经验优先；7、有用户行为、销售线索领域业务的理论研究、数据分析、方案设计、模型实验等方面经验者优先。 团队工作内容：1、运用数据挖掘/统计学习的理论和方法，深入挖掘和分析用户行为、业务数据；2、优化用户端搜索、个性化推荐策略及设备匹配策略；3、利用数据挖掘/统计学习的理论和方法解决实际问题。,20k-30k,100-499人
444,数据挖掘,享换机,100-499人,上海 杨浦区 五角场,本科,3-5年,数据挖掘,岗位职责：1.	构建模型，通过数据分析和挖掘，发现业务中的问题和商机，并能将数据转化为有效的行动建议，推动数据价值落地；2.	支持业务部门需求，完成部门内部交付的数据分析及挖掘任务；3.	负责数据统计和分析架构、平台规划，以及关键技术研究。岗位要求：1.	大学本科及以上学历，数学和计算机相关专业优先；2.	三年以上数据分析和挖掘相关工作经验，有数据挖掘和数据分析的理论研究和实践经验；3.	熟练使用python/R，Mysql、HIVE；4.	了解hadoop、spark、storm等一种以上大数据处理工具；5.	丰富的数据建模经验，掌握常用的数据建模方法，如回归、分类、聚类等；6.	良好的逻辑分析能力、分析及解决问题的能力，对数据敏感，良好的沟通能力；,20k-40k,A轮
445,数据挖掘,量道网络,0-20人,上海 虹口区 大连,硕士,3-5年,中高级数据挖掘工程师,"1. 2年以上相关经验（博士学历者可放宽工作经验要求），计算机相关专业硕士及以上学历,有机器学习/人工智能/数据挖掘/信息检索等领域经验者优先。2.具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题。3.熟悉机器学习的一般模型；例如分类、聚类、预测，理解一些常用的特征选择和矩阵分解算法。4.至少可以熟练使用一种常用的科学计算语言，如R、Python5.较强的自学能力、优秀的逻辑思维能力和良好的沟通表达能力和敬业精神。6.具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力； 8.可承受较大压力，有责任感，较强的沟通协调能力，具有团队合作精神；9、有互联网公司和大型IT企业工作经历的优先。岗位职责：1.参与大数据供应链管理场景，进行预测模型，优化模型的创新设计；2.与业务部门沟通合作，将数据模型应用于实际业务。学校类型必须211，985以上学校（第一学历）专业选择必须计算机软件，计算机技术及其应用，计算机科学与技术类相关专业最低学历必须硕士以上学历技能要求必须具备较强的建模；python；r能力方向要求必须具有数据挖掘；机器学习；人工智能；信息检索相关工作经验其他项公司官网：www.flkj.ai 团队信息和公司情况请见官网至少可以熟练使用一种常用的科学计算语言，如R、Python硕士要有2年的相关经验；博士的可以放宽必须精通分类、聚类的算法",20k-35k,未融资
446,数据挖掘,深圳萨摩耶金服,100-499人,上海 浦东新区 北蔡,本科,3-5年,高级数据挖掘与模型分析师,职位描述：1.负责独立或带领团队进行客户画像；2.负责独立或带领团队应用统计建模、数据挖掘、机器学习等方法，建立高质量模型并持续优化；3.负责在项目推进过程中的跨部门协调沟通工作，推动数据产品的落地应用，产生实际业务价值；4.负责设计公司业务关键流程监控点，针对日常监控中发现的异常及时调整监控布局岗位要求：1.本科及以上学历；2.金融、计算机、统计、应用数学、经济、生物、物理、电子等相关专业，或相关岗位从业3年以上3.具有建模实操经验，有一定带领团队经验，有推动相关项目经验；4.精通SQL和OFFICE，并有一定计算机基础，有Java、Python、R、matlab、spark ML中任一语言编程经历；5.机器学习或数据挖掘专业背景优先，拥有海量数据处理经验者优先，对有丰富Python应用经验者优先。,15k-30k,C轮
447,数据挖掘,普天同朗,0-20人,上海 普陀区 长征,本科,1-3年,数据挖掘,数据挖掘，建立数据库，数据分析与处理。,10k-20k,不需要融资
448,数据挖掘,浙江新再灵,100-499人,上海 杨浦区 四平路,本科,应届生,数据挖掘工程师（初级/中级）,1)	初级数据挖掘工程师学历要求：无工作经验要求，本科及以上学历，计算机、电子通信、数学等相关专业。技能要求：1.	扎实的统计学、数据挖掘、机器学习理论基础，能够利用高等数学知识推演高维数学模型。2.	具有扎实的计算机操作系统、数据结构等编程基础，熟练掌握至少一门编程语言例如c++/python/R。2)	中级数据挖掘工程师学历要求：两年以上工作经验，硕士及以上学历，计算机、电子通信、数学等相关专业。技能要求：1.	具备查阅研读相关中英文论文的能力；2.	扎实的统计学、数据挖掘、机器学习理论基础，能够利用高等数学知识推演高维数学模型；3.	熟悉聚类、分类、回归、图模型等机器学习算法，对常见的核心算法理解透彻，有实际建模经验；4.	具有扎实的计算机操作系统、数据结构等编程基础，熟练掌握至少一门编程语言例如c++/python/R；5.	能熟练使用Hadoop、Hbase、Hive等有实践经验者优先；6.	对于推荐系统和广告系统有实践经验者优先；7.	熟练使用python爬虫技术者优先。数据挖掘岗位职责1.	采集、抓取、清洗外部数据，满足业务需求。2.	推动业务过程中数据管道的建立，并实施维护。3.	推动商业数据仓库的建立，并实施维护。4.	通过分析挖掘产出有效的数据模型、客户行为、习惯等分析报告。5.	和算法部门协作，提供数据支持，并推动核心算法的落地。6.	和业务部门密切配合寻求数据层面的商业价值。,8k-15k,D轮及以上
449,数据挖掘,携程旅行网,10000人以上,上海 长宁区 北新泾,硕士,3-5年,数据挖掘工程师,岗位职责：1、	基于海量数据，发现数据规律，运用机器学习、统计学习等方法，进行深度数据挖掘工作，并探索更深层次的数据价值；2、	研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和商户信息建模，构建和优化用户画像、商户画像；3、	基于对业务的理解和大量数据特征，参与模型、产品建设和研究，提升用户体验和产品变现能力；4、通过对数据和业务的挖掘，持续给出优化、升级方案；5、使用大数据相关的技术(Hive、hadoop、Spark等）解决业务相关问题。任职要求：1、硕士及以上学历，计算机、数学、统计学等相关专业优先；2、三年左右实际数据分析、数据挖掘经验（实习期不计算在内），独立完成需求调研，业务逻辑抽象，数据清洗、加工、分析、模型建立、调参优化等过程；3、熟悉常用数据挖掘算法及其原理，并具备相关项目经验；4、扎实的数据结构和算法基础，精通Java、R、Python、C/C++等至少一门开发语言；5、熟练掌握SQL Server，Mysql，Oracle，db2等数据库中的一种结构化查询语言；5、独立解决技术问题，有较强的创新意识；6、主观能动性强，积极推进各项工作。,15k-30k,已上市
450,数据挖掘,尉合,100-499人,上海 长宁区 古北,本科,3-5年,数据挖掘,我们是一支家具家居领域的新零售团队我们认为新零售的核心就是移动+数据我们的业务链包括供应链、社区、电商、线下体验等各个领域我们的数据来源也并非只有线上渠道我们把数据的重要性已经提升到前所未有的高度，即便在初创阶段我们这样的数据挖掘工程师：1、对数据极度敏感，看到的不是数据而是业务场景2、建立数据挖掘系统，并能够根据业务增长和变化快速迭代3、能够对各类业务进行抽象，研发业务数据模型4、以数据为基础进行计算，能够驱动业务做出重要决策,15k-25k,A轮
451,数据挖掘,千际投资,0-20人,上海 浦东新区 八佰伴,本科,经验不限,数据挖掘,"20181104金融产品开发和策略研究员：1.    岗位职责：1. 投资策略编写和指数编制维护。撰写相关研究报告；。2. 协助建立分析模型和模板，金融数据整理和分析。完成主管交给的其他任务素质要求：1、认真负责，财经、计算机或数学等相关专业本科及以上，，热爱衍生品，最好具备财经知识和计算机编程的复合知识背景。2、熟练运用matlab或python等至少一门工具。 简历请发邮件：*****,*****微信公众号：上海千际投资管理咨询有限公司http://www.qindex.cn.",5k-10k,0-20人
452,数据挖掘,中证信用,500-999人,上海 浦东新区 世纪公园,本科,3-5年,数据挖掘工程师（知识图谱方向）,职责描述：1. 参与资本市场细分领域的知识图谱构建，包括知识图谱相关的知识融合、知识的查询和推理、知识图谱应用的研发工作；2. 利用机器学习、深度学习等前沿技术提高非结构化文本中知识抽取和信息抽取过程的自动化;3. 参与基于知识图谱的在金融领域的风险建模监测模型开发。任职要求：1. 计算机、统计、数学及相关专业硕士以上学历，2年以上相关工作经验；2. 熟悉知识图谱的构建，熟悉一种图数据库，例如Neo4j；3. 熟悉信息抽取相关的算法和逻辑；4. 熟悉自然语言处理方向常用技术，命名实体识别，关系抽取，句法分析等；5. 有基于知识图谱的问答经验的优先；6. 有sparkGraphX经验优先。,20k-40k,不需要融资
453,数据挖掘,支付宝,1000-9999人,上海 浦东新区 陆家嘴,本科,3-5年,高级数据开发工程师/专家(ETL/数据挖掘),职位描述：1.负责支付宝事业群数仓建设，包括：数据仓库（离线、实时）的数据架构、数据模型规划及实施、数据质量保障；2.研究蚂蚁金服亿级用户及商户的相关行为及数据，并基于分类、标注、聚类等机器学习手段，挖掘不同业务场景的业务标签；职位要求：1.从事数据仓库或挖掘领域至少5年以上，熟悉数据仓库模型设计与ETL开发经验 ，掌握维度建模设计方法，具备海量数据处理经验；2.熟悉数据仓库领域知识和技能者优先，包括但不局限于：元数据管理、数据开发测试工具与方法、数据质量、主数据管理；3.熟悉数据库技术，熟练运用SQL及其他語言，能高效的与技术团队进行沟通；4.有从事分布式数据存储与计算平台应用开发经验，熟悉Hadoop生态相关技术并有相关实践经验着优先，如Hdfs、Mapreduce、Hive、Hbase、Spark、Storm；5. 对常规统计机器学习问题具有一定的理解，熟悉常用的模型；6.熟练掌握一门或多门编程语言，并有大型项目建设经验者优先，如Java、Python、Shell；7.良好的商业嗅觉，有丰富的数据分析经验，较强的数据、平台、技术理解能力；8.良好的语言沟通与表达能力，自我驱动；,15k-30k,B轮
