,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
4111,数据分析,华钦科技,1000-9999人,上海 黄浦区 人民广场,硕士,1-3年,数据分析,"Job Responsibilities:· Analyze eBay's large and rich datasets; drive insights from the fact base to improve the user experience through eBay’s large and rich datasets.· Measure and optimize ongoing performance for onsite marketing based on data-driven insights, understand key drivers and identify new marketing opportunities by focusing on bankable metrics.· Define and optimize the cross-channel strategy and pilot/test design by investigating the previous initiatives and predicting the future trend for key stakeholders.· Communicate business performance in a clear and insightful way to the business.· Design, plan, and execute analyses and A/B tests if required.· Develop, improve and systemize crisp & accurate reporting.  Streamline processes and identify/execute on automation and time-saving opportunities.Job Requirements:· BA/BS in Statistics, Economics, Business, or other related field.· Sound business judgment and quantitative analytic ability.· Strong communication skills and experience presenting complex quantitative financial analysis into action-oriented recommendations.· 1+ years hands-on work experience in data research and analysis, with a focus on onsite web analytics, A/B testing, and report automation.· Skilled in database query tools utilizing SQL, and Hadoop experience is a plus.· Good Excel and PowerPoint skills, knowledge of large scale MPP database architecture or proficiency with statistical analysis tools such as SAS or R is a plus.· Effective team player and works well within a team and contributes effectively to the success of those interact regularly.",15k-22k,不需要融资
4112,数据分析,辰商软件,20-99人,上海 徐汇区 虹梅路,大专,1-3年,数据分析人员,职位描述：1、辅助完成经营数据提取、数据分析，数据展示工作，编制、总结数据分析报告；2、理解业务的方向和战略，开发有效的数据模型；3、参与公司所处的产业环境，行业趋势及竞争态势的定期研究，并撰写相关报告文档；4、完成上级交代的其他工作应聘要求：1、 本科及以上学历，数学、统计、计算机相关理工专业；2、 2年以内数据分析或报告撰写相关工作经验者优先；2、工作细致，有耐心，善于沟通组织协调、具有一定的问题解决能力；3、对数据敏感，较好的逻辑分析能力，喜欢数据分析工作；4、喜欢并有志于从事数据挖掘、信息分析、市场分析及相关行业的分析研究。,6k-8k,B轮
4116,数据分析,运满满,1000-9999人,上海 长宁区 中山公园,本科,3-5年,数据分析(J10388),工作职责:1、监控公司业务数据及核心指标，及时发现业务数据波动，并给出合理的解释。总结提炼数据与业务的关系，提出自动化监控工具的设计需求。2、及时反馈工作中发现的各种数据质量问题，推动相关部门提高数据记录的精确性。3、设计对新模型的实验方法，并评估其效果，提出实验过程中的效果评估指标。4、对从产品，运营，技术等各方面提出的问题进行深挖，从数据中给出合理解释，并对如何解决问题提出有效建议。任职资格:1、985、211本科及以上相关专业学历，1年以上分析经验。2、对将数据分析知识应用与具体业务场景有丰富经验，对物流业务有好奇心和深入了解的自驱力。3、熟练独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。4、良好的数据敏感度，能从海量数据提炼核心结果，有丰富的数据分析、挖掘、清洗和建模的经验。5、精通SQL，熟悉Hadoop项目，至少熟练使用impala、Hive、mysql中的一种。6、良好的沟通能力和逻辑思维能力，能够独立解决项目开发过程中遇到的问题，具备较强的学习能力和文档撰写能力。,30k-50k,D轮及以上
4117,数据分析,威马,1000-9999人,上海 青浦区 ,本科,3-5年,数据分析师,1，负责业务数据的统计、分析、预测等；2，针对部门业务，进行深入的专题分析研究 ；3，发现业务中的亮点和问题，提供相关数据分析以及结果报告；4，通过数据挖掘与分析，分析营销和运营相关业务数据，提供决策支持和业务洞察；职位要求： 1，2~3年数据分析、数据挖掘工作经验；2，掌握SAS/SPSS/R/Python等专业统计分析软件的一种或几种； 3，具有扎实的统计学知识，熟悉数据采集、整理、分析和建模的方法和流程；4，具备良好的逻辑分析能力、组织沟通和团队精神；5，数学、统计学、计算机等相关专业优先；,20k-40k,B轮
4118,数据分析,口袋理财,500-999人,上海 长宁区 长征,本科,1-3年,数据分析主管,工作职责：1、根据各业务特点建立合理的指标体系，监控业务异动，并结合业务层面解析数据波动，洞察业务动作，为决策提供支持。2、快速响应上级分析需求，快速定位和分析问题，给出分析结论。3、跟踪专题分析，通过数据挖掘与分析，针对公司关键指标输出专项分析报告，及时发现问题，为运营决策、产品方案、用户营销、渠道推广等提供决策支持和优化方向。任职要求；1、统计学、数学、计算机等相关专业大学本科以上学历，有1年及以上金融互联网公司数据分析工作经验者优先。2、具有较强的逻辑思维能力和自主学习能力，对数据敏感，具备优秀的信息整合和分析能力，了解互联网常用的数据分析方法和思路。3、熟悉数据库和提数环境，根据业务需求通过SQL等快速准确进行数据提取和处理，为决策提供数据支撑，会使用诸如SPSS/SAS/R/Python等分析工具，精通Excel。4、有数据建模理论和算法基础，具备统计思维，掌握时间序列分析、预测分析等的能力。5、有较好的沟通能力、执行能力，善于分享，勇于承担，积极探索与创新。,12k-20k,A轮
4119,数据分析,ZOOMY,100-499人,上海 虹口区 四川北路,本科,1年以内,数据分析师,梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化负责Web端以及App端，子公司业务的产品运营数据分析，形成运营数据报表，依据数据结果提供及合理化的建议与多部门包括业务部门，大数据研发部，财务部等密切沟通，负责所需数据的提取，查询，处理，分析等工作，以解决用户服务的数据问题与需求监控各项目后台数据日常运营及业务指标，及时对异常情况进行预警监控产品模型，分析各项目损益，与相关负责人核对产品数据及时确认处理意见及时完成领导交办的其他任务,6k-8k,B轮
4128,数据分析,上海舍汇信息技术...,20-99人,上海 静安区 火车站,本科,5-10年,数据分析师,岗位职责：1.	负责销售类数据分析工作，根据业务职级要求建立数据预警与监测，进行考核并发现问题；2.	根据业务部销售制度对主管总监进行薪资核算，进行相应的预警和考核；3.	定期追踪业绩及其他关键业绩指标情况，为业务发展提供策略和建议；4.	能够基于业务销售数据及其他KPI数据进行活动策划，并进行发布，建档计算和效果追踪；5.	负责产品系统后台的上架、更新及维护，跨部门沟通数据需求及报表开发需求。岗位要求1.	1年及以上数据分析经验，从事过统计，数据分析，财务，薪酬核算优先，教育行业或者电销优先；2.	熟练Excel，PPT，了解Tabluea者优先；3.	良好的沟通协调、抗压能力，严谨的性格。,15k-25k,20-99人
4135,数据分析,拍拍贷,1000-9999人,上海 浦东新区 唐镇,本科,5-10年,数据分析专家,工作内容：1、以量化分析的方法驱动决策，通过分析多维度数据，建立客户和产品估值(PV 和 NPV)，为不同客户设计优化相应营销和产品策略，优化流程提升客户转化率，满足客户需求同时达到公司业务和盈利增长；2、承担业务线P&L owner职责，为业务成交量，收入和利润负责；与产品、运营、研发团队紧密合作，推进业务策略执行和金融产品落地；3、为各类金融创新产品项目，提供可行性及产品效果检验的数据支持，推动不同的金融创新产品的孵化落地；4、完成其他上级交代事项。工作要求：1、985大学，或国外一流大学本科或以上学历，理工科专业（数学、计算机，统计等）；2、熟练的数据提取能力，精通 SQL或Excel，熟练掌握 Powerpoint；3、具备良好沟通能力，学习能力，和团队协作精神，有强烈的学习和提高欲望，有创新和冒险精神，渴望在快节奏的创业公司提升自己，创造价值。4.薪资面谈,15k-20k,已上市
4136,数据分析,上海创蓝文化传播,500-999人,上海 松江区 松江工业区,本科,1-3年,数据分析师,"岗位职责：1.负责BI 报表的搭建，制作；2.利用sql进行数据提取;3.收集各需求部门的数据需求，理解需求，撰写报表需求文档任职要求：	1.统计学，经济，数学，计算机专业；2.热爱分析，有相关报表搭建制作以及数据建模方面的经验优先;3.善于沟通，耐心细致；4.熟悉大数据导入导出，对数据处理有一定心得；7.精通excel，ppt,Tableau可视化报表，会Python、r,等至少一门数据分析工具。",10k-15k,A轮
4138,数据分析,爱回收,1000-9999人,上海 杨浦区 江湾,本科,3-5年,数据分析师（业务运营）,岗位职责 ：1、负责日常运营决策数据的提取与分析，通过数据挖掘与分析，分析营销和运营相关业务数据，提供决策支持和业务洞察；2、与其他业务团队、数据团队沟通，进行指标拆解和监控，定期输出业务数据报告；3、使用预测模型，预测业务完成情况并进行预警提醒；4、配合领导，完成其他临时性的数据分析专题报告；岗位要求：1、日制本科及以上学历，计算机、统计学、数学等相关专业；2、3~5年数据分析、数据挖掘工作经验；3、有成功的建模经历；4、熟练使用sql，精通excel，熟练使用至少一种数理统计及分析工具，如R，SPSS、SAS等,15k-25k,D轮及以上
